,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.11,0.36,0.31,0.3,0.21,0.23,0.2,0.97,0.36,0.35,0.27,0.3,0.45,0.15,0.22,0.25,0.45,0.4
bacula.csv,1.0,0.48,0.7,0.6,0.76,0.52,0.6,0.68,0.57,0.48,0.79,0.74,0.55,0.77,0.58,0.38,0.62,1.0
blue-c.csv,0.64,0.73,0.26,0.8,0.62,0.76,0.97,0.89,0.76,0.71,0.81,0.44,0.85,0.74,0.51,0.5,0.93,0.6
enlightenment.csv,0.47,0.47,0.52,0.43,0.55,0.98,0.63,0.49,0.53,0.44,0.47,0.44,0.69,0.66,0.64,0.62,0.86,1.0
fltk.csv,0.18,0.99,0.37,0.6,0.38,0.26,0.13,0.54,0.32,0.41,0.76,0.15,0.56,0.28,0.49,0.12,0.54,0.6
freewrl.csv,0.64,0.54,0.56,0.3,0.45,0.4,0.33,0.38,0.52,0.48,0.58,1.0,0.52,0.72,0.64,0.5,0.57,0.6
genecys.csv,0.94,0.91,0.87,0.87,0.76,0.83,0.83,0.97,0.93,0.93,0.98,0.63,0.95,0.91,0.93,0.88,0.99,1.0
genoviz.csv,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.14,1.0
gzigzag.csv,0.27,0.03,0.0,0.1,1.0,0.22,0.13,0.22,0.22,0.13,0.02,0.04,0.2,0.43,0.16,0.0,0.23,0.4
jparsec.csv,0.61,0.62,0.94,0.4,0.52,0.65,0.63,0.81,0.73,0.62,0.55,0.04,0.59,0.62,0.91,0.38,0.63,1.0
lportal.csv,0.21,0.39,0.31,0.03,0.24,0.44,0.37,0.0,0.31,0.64,0.1,0.81,0.13,0.17,0.0,0.38,0.85,0.6
ogrehg.csv,0.63,0.47,0.63,0.17,0.52,0.49,0.53,0.49,0.6,0.98,0.58,0.33,0.68,0.57,0.36,0.38,0.64,1.0
patterntesting.csv,0.53,0.53,0.78,1.0,0.69,0.44,0.6,0.78,0.67,0.41,0.65,0.7,0.61,0.64,0.62,0.12,0.74,0.6
pfaedit.csv,0.48,0.2,1.0,0.3,0.59,0.31,0.37,0.57,0.43,0.39,0.29,0.04,0.32,0.66,0.38,0.25,0.31,0.8
pgui.csv,0.33,0.35,0.2,0.63,0.45,0.42,0.33,0.51,0.36,0.52,0.53,0.48,0.35,0.96,0.47,0.12,0.32,0.2
roller.csv,0.15,0.5,0.3,0.77,0.72,0.34,0.87,0.41,0.25,0.54,0.47,0.0,0.96,0.21,0.42,0.5,0.82,0.6
sylpheed-claws.csv,0.52,0.47,0.78,0.4,0.76,0.47,0.57,0.65,0.98,0.59,0.58,0.48,0.69,0.53,0.42,0.38,0.75,0.8
xbg.csv,0.01,0.07,0.0,0.0,0.07,0.02,0.0,0.0,0.12,0.16,0.0,0.04,0.08,0.0,0.0,0.88,0.01,0.2
