,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.76,0.67,0.1,0.55,0.84,0.88,0.06,0.38,1.0,0.45,0.64,0.62
delphilhlplib.csv,0.89,0.71,0.24,0.39,0.76,0.94,0.06,0.39,1.0,0.17,0.79,0.59
factor.csv,0.0,0.52,0.29,0.0,0.8,1.0,0.06,0.0,0.75,0.18,0.91,0.81
fceugc.csv,0.75,0.59,0.24,0.56,0.49,0.97,0.06,0.32,0.85,0.17,0.72,0.68
fltk.csv,0.79,0.77,0.25,0.38,0.77,0.95,0.04,0.32,0.91,0.17,0.82,0.58
jstock.csv,0.75,0.67,0.19,0.38,0.9,0.98,0.05,0.6,1.0,0.2,0.87,0.63
lportal.csv,1.0,0.57,0.25,0.0,1.0,1.0,0.15,0.0,1.0,0.0,1.0,0.73
natpad.csv,0.82,0.63,0.22,0.37,0.54,0.94,0.05,0.3,0.81,0.18,0.77,0.59
ogre.csv,0.72,0.61,0.24,0.3,0.29,1.0,0.04,0.23,0.71,0.17,0.38,0.4
phet.csv,0.77,0.31,0.43,0.23,0.19,0.99,0.0,0.2,0.54,0.12,0.5,0.23
sandiaportals.csv,0.75,0.63,0.18,0.39,0.72,0.93,0.04,0.18,0.93,0.14,0.85,0.55
sumatrapdf.csv,0.74,0.6,0.24,0.36,0.71,0.96,0.04,0.31,0.83,0.17,0.7,0.53
