,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.11,0.0,0.0,0.0,0.01,0.0,0.01,0.04,0.0,0.0,0.11,0.02,0.17,0.0,0.0,0.06,0.0,0.09,0.08
autat.csv,0.14,0.32,0.09,0.0,0.0,0.36,0.06,0.06,0.04,0.17,0.21,0.0,0.11,0.0,0.0,0.11,0.02,0.22,0.29
critterding.csv,0.22,0.0,0.58,0.5,0.56,0.95,0.7,0.15,0.64,1.0,0.42,0.42,0.57,0.47,0.83,0.22,0.79,0.43,0.54
elateportal.csv,0.72,0.73,0.42,1.0,0.51,0.26,0.62,0.49,0.38,0.5,0.53,0.26,0.32,0.2,0.0,0.78,0.23,0.17,0.71
factor.csv,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.17,0.0,0.0,0.0,0.0
fceugc.csv,0.31,0.24,0.0,0.0,0.06,0.12,0.38,0.04,0.02,0.5,0.05,0.12,0.24,0.0,0.17,0.06,0.26,0.26,0.16
jstock.csv,0.29,0.02,0.19,0.5,0.32,0.05,0.18,0.09,0.21,0.5,0.11,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.06
keyczar.csv,0.58,0.61,0.35,0.0,0.09,0.12,0.35,0.43,0.57,0.33,0.47,0.3,0.07,0.07,0.5,0.78,0.45,0.22,0.55
mimosa.csv,0.44,0.39,0.49,1.0,0.56,0.0,0.3,0.51,0.43,0.5,0.63,0.49,0.45,0.47,0.67,0.22,0.41,0.43,0.53
miranda.csv,0.31,0.07,0.51,0.0,0.28,0.12,0.62,0.28,0.26,0.17,0.37,0.09,0.24,0.47,0.33,0.56,0.35,0.17,0.03
nativeclient.csv,0.52,0.61,0.49,0.25,0.75,0.17,0.45,0.53,0.62,0.67,0.58,0.58,0.36,0.53,0.17,0.28,0.0,0.26,0.5
ogre.csv,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98
openfrag.csv,0.63,0.46,0.42,0.5,0.49,0.69,0.47,0.79,0.04,0.67,0.47,0.33,0.29,0.0,0.33,0.28,0.8,0.22,0.63
qdvdauthor.csv,0.87,0.66,0.56,1.0,0.51,0.17,0.72,0.79,0.51,0.33,0.05,0.37,0.41,0.6,0.33,0.78,0.89,0.17,0.81
qse.csv,0.26,0.27,0.12,0.5,0.1,0.14,0.39,0.0,0.23,0.67,0.47,0.44,0.26,0.33,0.5,0.39,0.35,0.57,0.43
reactos-mirror.csv,0.06,0.49,0.44,0.0,0.47,0.33,0.43,0.32,0.26,0.83,0.58,0.37,0.54,0.47,1.0,0.89,0.95,0.65,0.66
sandiaportals.csv,0.55,0.61,0.56,1.0,0.51,1.0,0.53,0.7,0.51,0.67,0.53,0.67,0.37,0.2,0.33,0.0,0.48,0.48,0.79
synergyspace.csv,0.28,0.54,0.05,0.5,0.18,0.02,0.11,0.19,0.06,0.0,0.05,0.21,0.02,0.07,0.0,0.0,0.25,0.04,0.01
uclmda.csv,0.41,0.73,0.28,0.0,0.24,0.24,0.09,0.43,0.23,0.0,0.21,0.14,0.42,0.6,0.5,0.39,0.07,0.04,0.52
