,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.42,0.45,0.47,0.93,0.42,0.45,0.43,0.41,0.62,0.49,0.94,0.72,0.51,0.39,0.9,0.41,0.83,0.39
ardour.csv,0.42,0.32,0.36,0.45,0.46,0.48,0.43,0.39,0.5,0.36,0.43,0.52,0.38,0.38,0.55,0.33,0.36,0.36
bacnet.csv,0.51,0.42,0.4,0.51,0.56,0.53,0.77,0.4,0.63,0.88,0.48,0.58,0.67,0.41,0.5,0.42,0.45,0.86
cortex-vfx.csv,0.53,0.59,0.66,0.45,0.86,0.57,0.75,0.46,0.55,0.51,0.41,0.55,0.45,0.65,0.86,0.49,0.45,0.52
enzo.csv,0.41,0.39,0.38,0.36,0.35,0.4,0.41,0.39,0.43,0.36,0.6,0.4,0.44,0.45,0.34,0.43,0.44,0.36
growl-for-windows.csv,0.4,0.0,0.0,0.83,0.61,0.46,0.37,0.0,0.53,0.75,0.39,0.0,0.45,0.0,0.68,0.67,0.41,0.36
heekscad.csv,0.36,0.4,0.41,0.4,0.35,0.37,0.42,0.37,0.4,0.5,0.43,0.43,0.43,0.4,0.36,0.39,0.33,0.57
minig.csv,0.61,0.49,0.46,0.39,0.44,0.54,0.57,0.51,0.53,0.6,0.64,0.52,0.53,0.61,0.33,0.78,0.43,0.37
multitude.csv,0.38,0.39,0.43,0.39,0.35,0.44,0.41,0.37,0.43,0.43,0.44,0.42,0.44,0.41,0.36,0.42,0.37,0.34
natpad.csv,0.46,0.4,0.36,0.53,0.5,0.49,0.67,0.36,0.64,0.62,0.39,0.49,0.61,0.45,0.52,0.39,0.36,0.89
open-ms.csv,0.55,0.5,0.39,0.71,0.83,0.68,0.64,0.45,0.62,0.73,0.59,0.52,0.39,0.41,0.54,0.34,0.92,0.35
planeshift.csv,0.47,0.37,0.39,0.36,0.47,0.46,0.46,0.36,0.43,0.44,0.53,0.4,0.48,0.42,0.43,0.39,0.36,0.34
rocrail.csv,0.38,0.45,0.34,0.43,0.4,0.45,0.46,0.37,0.51,0.53,0.47,0.47,0.44,0.49,0.39,0.38,0.37,0.4
salasaga.csv,0.49,0.41,0.34,0.59,0.49,0.49,0.67,0.37,0.63,0.97,0.38,0.49,0.65,0.38,0.48,0.37,0.43,0.91
xcsoar.csv,0.37,0.39,0.43,0.5,0.37,0.46,0.42,0.38,0.44,0.36,0.48,0.49,0.38,0.43,0.49,0.33,0.33,0.35
xemeiah.csv,0.49,0.38,0.39,0.42,0.39,0.53,0.46,0.38,0.62,0.52,0.39,0.46,0.42,0.44,0.61,0.36,0.39,0.43
xmoto.csv,0.46,0.44,0.47,0.86,0.58,0.39,0.47,0.4,0.43,0.83,0.53,0.57,0.47,0.84,0.62,0.43,0.39,0.85
zxing.csv,0.39,0.36,0.38,0.91,0.45,0.47,0.46,0.38,0.54,0.39,0.4,0.52,0.54,0.43,0.7,0.33,0.43,0.41
