,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.0,0.88,0.0,0.0,0.98,0.83,0.91,0.0,0.05,0.85,0.0,0.0,0.42
badtrinity-zero.csv,0.69,0.42,0.32,0.83,0.8,0.52,0.84,0.67,0.78,0.64,0.73,0.42,0.87
betoffice.csv,0.0,0.98,0.0,0.0,0.22,0.67,0.5,0.0,0.12,0.53,0.0,0.0,0.09
exordium.csv,0.0,0.22,0.0,0.0,0.33,0.12,0.05,0.0,0.0,0.02,0.0,0.0,0.07
fltk.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gabel.csv,0.0,1.0,0.0,0.0,0.91,0.12,0.45,0.0,0.0,0.0,0.0,0.0,0.0
genoviz.csv,0.0,0.9,0.0,0.0,0.82,0.73,0.34,0.0,0.0,0.45,0.0,0.0,0.0
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nug.csv,0.11,0.98,0.0,0.0,0.67,0.73,0.89,0.33,0.93,0.79,0.0,0.02,0.67
rezilla.csv,1.0,0.1,1.0,1.0,0.2,0.59,0.2,1.0,1.0,0.85,1.0,1.0,1.0
toped.csv,0.89,0.02,1.0,0.99,0.04,0.09,0.09,0.56,0.47,0.18,1.0,1.0,0.31
xmemcached.csv,0.0,1.0,0.0,0.0,0.89,0.06,0.43,0.0,0.0,0.21,0.0,0.0,0.0
zoolib.csv,0.08,1.0,0.0,0.0,1.0,1.0,0.95,0.33,0.91,0.97,0.0,0.0,0.8
