,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.0,0.89,0.0,0.0,1.0,0.87,0.95,0.0,0.76,0.88,0.0,0.0,1.0
badtrinity-zero.csv,0.65,0.68,0.7,0.93,0.91,0.87,0.79,0.92,0.8,1.0,0.69,0.55,0.8
betoffice.csv,0.0,0.79,0.0,0.0,0.8,0.57,0.37,0.0,0.04,0.25,0.0,0.0,0.2
exordium.csv,0.0,0.32,0.0,0.0,0.27,0.39,0.68,0.0,0.0,0.0,0.0,0.0,0.2
fltk.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gabel.csv,0.0,1.0,0.0,0.0,0.91,0.3,0.47,0.0,0.0,0.88,0.0,0.0,0.0
genoviz.csv,0.0,0.95,0.0,0.0,0.76,0.83,0.63,0.0,0.0,0.88,0.0,0.0,1.0
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nug.csv,0.59,0.89,0.0,0.01,0.62,0.87,1.0,0.43,0.92,1.0,0.01,0.06,0.8
rezilla.csv,1.0,0.68,1.0,1.0,0.16,0.26,0.16,1.0,1.0,0.88,1.0,1.0,1.0
toped.csv,0.88,0.05,1.0,1.0,0.0,0.09,0.05,0.98,0.12,0.25,1.0,1.0,0.4
xmemcached.csv,0.0,0.95,0.0,0.0,0.84,0.61,0.68,0.0,0.0,0.62,0.0,0.0,0.2
zoolib.csv,0.12,1.0,0.0,0.0,1.0,1.0,1.0,0.47,1.0,1.0,0.0,0.0,0.6
