,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.0,0.33,0.0,0.0,0.51,0.27,0.26,0.0,0.86,0.08,0.0,0.0,0.21
badtrinity-zero.csv,0.31,0.43,0.68,0.6,0.53,0.38,0.24,0.89,0.31,0.12,0.76,0.11,0.09
betoffice.csv,0.0,0.28,0.0,0.0,0.78,0.23,0.2,0.0,0.12,0.04,0.0,0.0,0.2
exordium.csv,0.0,0.4,0.0,0.0,0.44,0.53,0.81,0.0,0.0,0.0,0.0,0.0,0.25
fltk.csv,0.32,0.32,0.49,0.57,0.5,0.26,0.25,0.85,0.3,0.08,0.77,0.09,0.1
gabel.csv,0.0,0.32,0.0,0.0,0.5,0.47,0.26,0.0,0.0,1.0,0.0,0.0,0.0
genoviz.csv,0.0,0.33,0.0,0.0,0.48,0.29,0.39,0.0,0.0,0.15,0.0,0.0,1.0
irrlicht.csv,0.32,0.32,0.49,0.57,0.5,0.26,0.25,0.85,0.3,0.08,0.77,0.09,0.1
nug.csv,0.71,0.3,0.0,1.0,0.48,0.3,0.28,0.88,0.3,0.1,1.0,0.2,0.12
rezilla.csv,0.32,0.76,0.49,0.57,0.44,0.14,0.21,0.85,0.3,0.08,0.77,0.09,0.1
toped.csv,0.32,0.5,0.49,0.57,0.0,0.25,0.17,0.91,0.1,0.11,0.77,0.09,0.12
xmemcached.csv,0.0,0.31,0.0,0.0,0.49,0.78,0.35,0.0,0.0,0.21,0.0,0.0,1.0
zoolib.csv,0.4,0.32,0.0,0.0,0.5,0.26,0.26,0.89,0.32,0.08,0.0,0.0,0.08
