,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.0,0.48,0.0,0.0,0.67,0.42,0.41,0.0,0.81,0.15,0.0,0.0,0.34
badtrinity-zero.csv,0.42,0.53,0.69,0.73,0.67,0.53,0.37,0.9,0.44,0.21,0.73,0.18,0.17
betoffice.csv,0.0,0.41,0.0,0.0,0.79,0.33,0.26,0.0,0.06,0.07,0.0,0.0,0.2
exordium.csv,0.0,0.35,0.0,0.0,0.33,0.45,0.74,0.0,0.0,0.0,0.0,0.0,0.22
fltk.csv,0.49,0.49,0.66,0.73,0.67,0.42,0.4,0.92,0.46,0.15,0.87,0.16,0.18
gabel.csv,0.0,0.49,0.0,0.0,0.65,0.37,0.34,0.0,0.0,0.93,0.0,0.0,0.0
genoviz.csv,0.0,0.49,0.0,0.0,0.59,0.43,0.48,0.0,0.0,0.25,0.0,0.0,1.0
irrlicht.csv,0.49,0.49,0.66,0.73,0.67,0.42,0.4,0.92,0.46,0.15,0.87,0.16,0.18
nug.csv,0.65,0.45,0.0,0.01,0.54,0.44,0.43,0.58,0.45,0.18,0.01,0.1,0.21
rezilla.csv,0.49,0.72,0.66,0.73,0.23,0.18,0.18,0.92,0.46,0.15,0.87,0.16,0.18
toped.csv,0.47,0.1,0.66,0.73,0.0,0.13,0.08,0.94,0.11,0.15,0.87,0.16,0.19
xmemcached.csv,0.0,0.47,0.0,0.0,0.62,0.68,0.46,0.0,0.0,0.31,0.0,0.0,0.33
zoolib.csv,0.18,0.49,0.0,0.0,0.67,0.42,0.42,0.62,0.49,0.15,0.0,0.0,0.14
