,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.41,0.72,0.26,0.49,0.65,0.13,0.08,0.25,0.49,0.5,0.42,0.64
delphilhlplib.csv,0.87,0.54,0.25,0.48,0.45,0.24,0.11,0.55,0.46,0.21,0.65,0.29
factor.csv,0.0,0.2,0.19,0.0,0.55,0.0,0.1,0.0,0.0,0.28,0.93,0.57
fceugc.csv,0.84,0.57,0.42,0.5,0.5,0.19,0.04,0.2,0.4,0.32,0.79,0.0
fltk.csv,0.6,0.73,0.36,0.48,0.67,0.19,0.08,0.31,0.82,0.26,0.76,0.43
jstock.csv,0.85,0.42,0.17,0.31,0.36,0.55,0.1,0.67,0.53,0.23,0.58,0.46
lportal.csv,0.11,0.15,0.03,0.0,0.23,0.01,0.24,0.0,0.14,0.0,0.05,0.33
natpad.csv,0.44,0.67,0.24,0.42,0.56,0.42,0.1,0.29,0.66,0.23,0.8,0.67
ogre.csv,0.68,0.59,0.32,0.44,0.38,0.97,0.08,0.36,0.69,0.26,0.31,0.52
phet.csv,0.52,0.17,0.51,0.29,0.25,0.93,0.02,0.32,0.49,0.07,0.51,0.17
sandiaportals.csv,0.88,0.74,0.28,0.44,0.64,0.27,0.09,0.46,0.85,0.2,0.79,0.63
sumatrapdf.csv,0.85,0.73,0.37,0.49,0.69,0.68,0.08,0.43,0.8,0.27,0.82,0.68
