,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,1.0,0.0,0.0,2.0,1.0,0.0,128.0,6.0,0.0,2.0,0.0,0.0
delphilhlplib.csv,1.0,1.0,2.0,2.0,1.0,0.0,54.0,0.0,0.0,7.0,0.0,2.0
factor.csv,70.0,1.0,2.0,63.0,0.0,226.0,79.0,55.0,70.0,2.0,0.0,0.0
fceugc.csv,1.0,3.0,5.0,2.0,5.0,0.0,171.0,5.0,0.0,12.0,0.0,106.0
fltk.csv,1.0,2.0,4.0,4.0,0.0,0.0,170.0,5.0,0.0,17.0,0.0,4.0
jstock.csv,1.0,0.0,3.0,1.0,0.0,0.0,93.0,0.0,0.0,7.0,0.0,0.0
lportal.csv,0.0,1.0,2.0,63.0,0.0,0.0,22.0,55.0,0.0,82.0,0.0,0.0
natpad.csv,0.0,1.0,0.0,5.0,0.0,0.0,235.0,5.0,2.0,16.0,0.0,0.0
ogre.csv,0.0,1.0,2.0,0.0,3.0,0.0,111.0,4.0,3.0,3.0,0.0,1.0
phet.csv,0.0,3.0,3.0,0.0,3.0,0.0,29.0,4.0,4.0,6.0,0.0,1.0
sandiaportals.csv,1.0,5.0,2.0,2.0,0.0,0.0,145.0,1.0,1.0,13.0,0.0,0.0
sumatrapdf.csv,1.0,3.0,5.0,2.0,0.0,0.0,171.0,4.0,0.0,15.0,1.0,0.0
