,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.71,0.87,0.79,0.55,0.64,0.54,0.42,1.05,0.51,0.84,0.57,1.0,0.77,0.64,0.82
biodwh.csv,0.83,0.89,0.91,0.64,0.9,0.87,0.81,0.99,0.88,0.76,0.75,1.0,0.26,0.71,0.68
brlcad.csv,0.96,0.49,0.58,0.94,0.89,0.75,0.68,1.05,0.6,1.0,0.91,0.97,0.7,1.0,0.93
delphilhlplib.csv,0.83,0.46,0.31,0.6,0.53,0.66,0.48,1.03,0.58,0.51,0.63,0.55,0.73,0.42,0.68
exordium.csv,0.71,0.58,0.73,0.65,0.33,0.55,0.56,0.96,0.54,0.6,0.75,0.79,0.62,0.46,0.75
fltk.csv,0.64,0.77,0.71,0.41,0.43,0.69,0.52,1.03,0.92,0.91,0.51,0.83,0.56,0.9,0.58
gzigzag.csv,0.53,1.0,0.67,0.74,0.64,0.55,0.79,1.2,0.76,0.7,0.77,1.06,0.73,0.49,0.82
jcache.csv,0.87,0.7,0.78,0.65,0.71,0.78,0.71,1.08,0.6,0.53,0.69,0.83,0.65,0.17,0.72
mimosa.csv,0.93,0.87,0.72,0.6,0.87,0.88,0.85,1.01,0.94,0.3,0.92,0.59,0.73,0.43,0.97
moast.csv,0.86,1.0,0.95,0.82,0.77,0.94,0.9,0.76,0.84,0.98,0.83,0.05,1.0,0.89,0.85
mptvseries.csv,0.59,0.67,1.0,0.57,0.57,0.67,0.39,1.03,0.81,0.65,0.57,1.0,0.76,0.79,0.51
ogre.csv,0.93,0.74,0.81,0.65,0.98,0.86,0.99,0.06,0.85,0.42,0.76,1.0,0.65,0.98,0.95
qdvdauthor.csv,0.72,0.88,0.9,0.84,0.68,0.67,0.54,1.13,0.91,0.64,0.5,0.24,0.73,0.95,0.53
sauerbraten.csv,0.45,0.88,0.93,0.84,0.71,0.74,0.76,0.53,0.99,0.47,0.87,0.11,0.81,0.97,0.84
zxing.csv,0.6,0.98,0.93,0.61,0.74,0.62,0.56,0.98,0.76,0.79,0.52,1.23,0.45,0.34,0.33
