,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,0.97,0.14,0.21,0.65,0.37,0.52,0.74,0.08,0.62,0.37,0.5,0.21,0.58,0.38,0.18
biodwh.csv,0.18,0.15,0.09,0.54,0.11,0.14,0.21,0.01,0.12,0.47,0.25,0.0,0.83,0.29,0.32
brlcad.csv,0.95,0.74,0.43,0.06,0.11,0.28,0.32,0.07,0.5,0.0,0.12,0.13,0.33,0.0,0.07
delphilhlplib.csv,0.95,0.62,0.87,0.41,0.89,0.55,0.53,0.09,0.56,0.5,0.45,0.99,0.33,0.59,0.32
exordium.csv,0.95,0.44,0.89,0.36,0.74,0.69,0.47,0.04,0.5,0.42,0.28,0.26,0.5,0.56,0.25
fltk.csv,0.87,0.26,0.38,0.69,0.74,0.66,0.53,0.1,0.88,0.89,0.6,0.99,0.58,0.65,0.59
gzigzag.csv,0.74,0.0,0.34,0.26,0.37,0.52,0.21,0.06,0.31,0.32,0.25,0.14,0.33,0.53,0.18
jcache.csv,0.64,0.91,0.98,0.45,0.84,0.72,0.37,0.59,0.69,0.68,0.72,0.49,0.42,0.91,0.84
mimosa.csv,0.87,0.99,0.98,0.45,0.79,0.93,0.58,0.9,1.0,0.79,0.78,0.99,0.42,0.62,0.41
moast.csv,0.23,1.0,0.32,0.53,0.37,0.93,0.26,0.43,0.25,1.0,0.2,0.97,1.0,0.68,0.39
mptvseries.csv,0.77,0.8,0.0,0.45,0.47,0.34,0.68,0.1,0.25,0.58,0.48,0.0,0.25,0.21,0.5
ogre.csv,0.08,0.36,0.64,0.58,0.47,0.9,0.42,0.94,0.5,0.66,0.68,0.91,0.58,0.62,0.66
qdvdauthor.csv,0.28,0.81,0.4,0.64,0.58,0.48,0.84,0.48,0.44,0.63,0.72,0.76,0.5,0.71,0.55
sauerbraten.csv,0.74,0.65,0.42,0.86,0.74,0.69,0.84,0.83,0.62,0.76,0.8,0.97,0.83,0.79,0.46
zxing.csv,0.62,0.02,0.36,0.71,0.26,0.48,0.47,0.15,0.44,0.66,0.7,0.1,0.83,0.82,0.77
