,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.76,0.42,0.67,0.5,0.71,0.94,0.48,0.91,0.65,0.57,0.62,0.38
delphilhlplib.csv,0.39,0.69,0.5,0.6,0.92,0.91,0.51,0.89,0.75,0.54,0.59,0.92
factor.csv,0.0,0.97,0.96,0.0,0.74,0.0,0.48,0.5,0.0,0.94,0.51,0.48
fceugc.csv,0.41,0.61,0.7,0.61,0.71,0.96,0.58,0.67,0.71,0.88,0.45,0.0
fltk.csv,0.55,0.52,0.55,0.55,0.8,0.96,0.43,0.85,0.46,0.59,0.49,0.59
jstock.csv,0.38,0.55,0.6,0.61,0.88,0.42,0.53,0.55,0.53,0.57,0.52,0.64
lportal.csv,0.67,0.94,0.8,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.92
natpad.csv,0.65,0.41,0.42,0.41,0.58,0.56,0.37,0.73,0.44,0.36,0.44,0.38
ogre.csv,0.51,0.55,0.53,0.45,0.41,0.45,0.54,0.33,0.49,0.4,0.66,0.5
phet.csv,0.78,0.98,0.86,0.6,0.46,0.49,0.99,0.4,0.66,0.94,0.66,0.93
sandiaportals.csv,0.4,0.51,0.49,0.58,0.68,0.89,0.41,0.77,0.45,0.56,0.49,0.42
sumatrapdf.csv,0.39,0.42,0.38,0.38,0.6,0.42,0.38,0.35,0.4,0.35,0.4,0.37
