,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,1.0,0.83,0.0,0.4,0.5,1.0,1.0,0.74,1.0,0.57,1.0,0.71,0.0,0.25,0.0,0.75,0.0,0.5
alsa.csv,0.44,0.8,0.62,0.45,0.33,0.91,0.99,0.45,0.12,0.54,0.79,0.65,0.99,0.37,0.12,0.38,0.0,0.41
boost.csv,0.52,0.85,0.45,0.33,0.52,0.89,0.76,0.8,0.08,1.0,0.89,0.3,0.88,0.47,0.05,0.48,0.15,0.22
fmri-dmt.csv,1.0,0.73,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0.75,0.0,0.0,0.31,1.0,0.0,0.0,0.47
genecys.csv,0.36,0.83,0.39,0.32,0.52,1.0,0.63,0.49,0.09,0.39,0.69,0.35,0.96,0.34,0.1,0.41,0.05,0.23
gusanos.csv,0.34,0.79,0.48,0.32,0.57,0.89,0.63,0.43,0.1,0.34,1.0,0.38,0.97,0.41,0.14,0.46,0.07,0.27
hatari.csv,0.45,0.82,1.0,0.47,0.48,0.85,0.67,0.59,0.09,0.43,0.68,0.47,0.98,0.48,0.14,0.32,0.08,0.36
n2cms.csv,0.98,0.83,0.5,0.23,0.51,0.93,0.65,0.53,0.07,0.6,0.76,0.37,0.9,0.47,0.15,0.61,0.11,0.2
nug.csv,0.41,0.82,0.39,1.0,0.58,0.96,0.68,0.35,0.09,0.38,0.63,0.31,0.5,0.38,0.13,0.34,0.1,0.35
nuttx.csv,0.41,0.99,0.51,0.38,0.55,0.9,0.64,0.5,0.1,0.5,0.76,0.48,0.98,0.36,0.08,0.54,0.08,0.27
proftp.csv,0.56,0.67,0.67,0.23,0.54,0.88,0.66,1.0,0.07,0.4,0.65,0.38,0.5,0.44,0.12,0.43,0.1,0.29
pydev.csv,0.5,0.84,1.0,0.14,0.46,0.75,0.77,0.0,0.03,0.61,0.8,0.39,0.94,1.0,0.1,0.36,0.16,0.38
tcl.csv,0.26,0.84,0.38,0.5,0.95,0.87,0.68,0.54,0.07,0.41,0.3,0.48,1.0,0.18,0.1,0.42,0.11,0.2
truevision.csv,0.45,0.84,0.74,0.45,0.68,0.89,0.69,0.48,0.18,0.43,0.82,1.0,0.98,0.38,0.06,0.44,0.03,0.34
uclmda.csv,0.11,0.89,1.0,0.5,0.0,0.67,0.57,0.47,0.06,0.21,0.72,0.25,1.0,0.15,0.0,0.41,0.0,0.16
uwom.csv,0.37,0.83,0.4,0.27,0.52,1.0,0.61,0.46,0.06,0.52,0.68,0.43,0.97,0.36,0.08,0.3,0.09,0.98
wxjs.csv,0.0,0.0,1.0,0.0,0.57,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0
wxstudio.csv,0.5,0.86,0.56,0.31,0.47,0.86,0.63,0.39,0.1,0.22,0.84,0.4,0.98,0.33,0.09,1.0,0.1,0.17
