,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.02,0.04,0.0,0.15,0.06,0.04,0.06,0.52,0.93,0.1,0.01,0.16,0.0,0.04,0.0,0.19,0.0,0.19
alsa.csv,0.56,0.46,0.58,0.76,0.04,0.63,0.98,0.2,0.37,0.67,0.32,0.5,0.64,0.56,0.64,0.34,0.0,0.62
boost.csv,0.31,0.54,0.35,0.52,0.59,0.51,0.4,0.7,0.37,0.94,0.41,0.43,0.15,0.58,0.2,0.39,0.72,0.53
fmri-dmt.csv,0.02,0.05,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.06,0.05,0.0,0.0,0.49,0.72,0.0,0.0,0.05
genecys.csv,0.17,0.0,0.42,0.24,0.59,1.0,0.41,0.53,0.33,0.27,0.13,0.53,0.0,0.24,0.3,0.33,0.39,0.4
gusanos.csv,0.4,0.46,0.44,0.52,0.63,0.55,0.55,0.45,0.57,0.41,0.99,0.61,0.64,0.63,0.74,0.5,0.29,0.56
hatari.csv,0.49,0.51,0.94,0.45,0.51,0.46,0.5,0.47,0.45,0.4,0.32,0.68,0.58,0.62,0.74,0.34,0.5,0.56
n2cms.csv,0.97,0.56,0.62,0.39,0.45,0.25,0.57,0.31,0.52,0.2,0.51,0.57,0.23,0.64,0.67,0.57,0.64,0.41
nug.csv,0.51,0.54,0.28,0.95,0.55,0.44,0.49,0.23,0.29,0.33,0.38,0.3,0.02,0.6,0.37,0.35,0.29,0.55
nuttx.csv,0.41,0.98,0.6,0.54,0.35,0.64,0.58,0.6,0.62,0.65,0.63,0.65,0.68,0.58,0.48,0.39,0.29,0.58
proftp.csv,0.12,0.14,0.25,0.21,0.52,0.27,0.17,0.94,0.29,0.32,0.36,0.33,0.02,0.26,0.2,0.39,0.29,0.34
pydev.csv,0.37,0.32,0.17,0.07,0.45,0.06,0.41,0.0,0.1,0.13,0.15,0.45,0.21,0.98,0.37,0.17,0.43,0.18
tcl.csv,0.12,0.59,0.24,0.33,0.93,0.25,0.37,0.47,0.2,0.39,0.05,0.3,0.01,0.07,0.2,0.26,0.42,0.18
truevision.csv,0.64,0.36,0.53,0.56,0.38,0.55,0.63,0.49,0.54,0.63,0.44,0.98,0.79,0.59,0.44,0.44,0.14,0.74
uclmda.csv,0.02,0.46,0.04,0.21,0.0,0.04,0.06,0.34,0.2,0.2,0.6,0.04,1.0,0.07,0.0,0.28,0.0,0.12
uwom.csv,0.47,0.0,0.49,0.45,0.55,0.13,0.26,0.43,0.47,0.63,0.46,0.6,0.5,0.59,0.49,0.38,0.17,0.97
wxjs.csv,0.0,0.0,0.04,0.0,0.12,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.06,1.0,0.0
wxstudio.csv,0.25,0.36,0.54,0.54,0.51,0.42,0.48,0.42,0.62,0.29,0.52,0.52,0.69,0.53,0.37,0.96,0.66,0.43
