,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.25,0.53,0.0,0.21,0.56,0.06,0.35,0.47,0.38,0.59,0.44,0.02,0.47,0.0
jicarilla.csv,0.0,0.05,0.85,0.0,0.15,0.07,0.0,0.0,0.05,0.07,0.0,0.0,0.06,0.26
jmule.csv,0.08,0.57,0.04,0.16,0.62,0.37,0.4,0.44,0.4,0.82,0.38,0.07,0.59,0.86
micomt.csv,0.06,0.35,0.63,0.12,0.46,0.4,0.43,0.48,0.62,0.73,0.34,0.11,0.44,0.47
migen.csv,0.12,0.24,0.23,0.21,0.71,0.33,0.08,0.2,0.39,0.59,0.35,0.06,0.43,0.22
mvnforum.csv,0.0,0.29,0.23,0.02,0.36,0.14,0.51,0.34,0.34,0.61,0.25,0.04,0.3,0.0
ng4j.csv,0.13,0.49,0.04,0.17,0.55,0.36,0.47,0.59,0.45,0.66,0.33,0.04,0.6,0.57
open-data-kit.csv,0.08,0.53,0.38,0.12,0.59,0.38,0.46,0.37,0.32,0.86,0.41,0.16,0.46,0.65
opennms.csv,0.11,0.51,0.09,0.22,0.41,0.54,0.07,0.18,0.08,0.41,0.0,0.08,0.28,0.68
ossim.csv,0.08,0.47,0.36,0.25,0.42,0.4,0.17,0.2,0.03,0.47,0.15,0.03,0.27,0.61
plplot.csv,0.08,0.5,0.0,0.1,0.6,0.25,0.39,0.62,0.32,0.62,0.23,0.02,0.46,0.58
qedo.csv,0.0,0.04,0.41,0.04,0.34,0.26,0.09,0.19,0.07,0.11,0.0,0.37,0.0,0.29
tradelink.csv,0.05,0.37,0.13,0.03,0.57,0.13,0.43,0.46,0.55,0.66,0.48,0.05,0.36,0.38
wgs-assembler.csv,0.08,0.52,0.05,0.15,0.63,0.3,0.33,0.21,0.28,0.78,0.43,0.03,0.52,0.51
