,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.37,0.0,0.32,0.56,0.27,0.86,0.4,0.49,0.12,0.51,0.23,0.17,0.43,0.54,0.15,0.55,0.54,0.41,0.3,0.29
cuberok.csv,0.56,0.73,0.39,0.44,0.3,0.3,0.54,0.53,0.56,0.68,0.63,0.47,0.5,0.54,0.61,0.65,0.09,0.42,0.47,0.5
emisview.csv,0.12,0.64,0.1,0.0,0.17,0.21,0.7,0.49,0.47,0.0,0.24,0.17,0.4,0.0,0.78,0.69,0.0,0.0,0.13,0.0
jas.csv,0.55,0.4,0.33,0.82,0.17,0.61,0.51,0.57,0.46,0.4,0.8,0.47,0.47,0.94,0.78,0.54,0.39,0.33,0.45,0.0
jatlas.csv,0.37,0.97,0.31,0.09,0.39,0.56,0.51,0.39,0.06,0.43,0.0,0.46,0.38,0.0,0.71,0.74,0.21,0.42,0.1,0.53
javaprofiler.csv,0.62,0.64,0.53,0.0,0.47,0.45,0.55,0.54,0.57,0.61,0.94,0.63,0.42,0.68,0.6,0.65,0.56,0.52,0.83,0.43
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.48,0.24,0.23,0.31,0.23,0.11,0.52,0.33,0.44,0.45,0.99,0.17,0.24,0.0,0.0,0.43,0.21,0.5,0.24,0.55
jrefactory.csv,0.46,0.22,0.62,0.3,0.68,0.56,0.0,0.13,0.64,0.57,0.23,0.22,0.22,0.6,0.24,0.31,0.35,0.43,0.46,0.2
kdenlive.csv,0.7,0.6,0.45,0.34,0.4,0.14,0.74,0.44,0.35,0.66,0.74,0.66,0.42,0.5,0.6,0.72,0.64,0.45,0.55,0.28
m-m-m.csv,0.7,0.38,0.8,0.68,0.55,0.0,0.3,0.35,0.67,0.59,0.41,0.0,0.53,0.45,0.26,0.61,0.55,0.53,0.5,0.3
octet.csv,0.36,0.42,0.46,0.0,0.37,0.62,0.3,0.49,0.44,0.2,0.27,0.84,0.0,0.0,0.72,0.41,0.0,0.46,0.39,0.29
opendvr.csv,0.35,0.61,0.19,0.09,0.34,0.31,0.69,0.62,0.25,0.27,0.75,0.17,0.65,0.0,0.64,0.68,0.68,0.32,0.22,0.29
opennms.csv,0.41,0.61,0.14,0.12,0.19,0.07,0.47,0.75,0.58,0.27,0.79,0.17,0.42,0.0,0.55,0.4,0.36,0.04,0.11,0.29
poormans.csv,0.18,0.64,0.17,0.0,0.29,0.18,0.64,0.39,0.04,0.31,0.24,0.34,0.29,0.0,0.42,0.75,0.0,0.12,0.1,0.29
power-architect.csv,0.0,0.42,0.54,0.21,0.5,0.69,0.67,0.52,0.32,0.51,0.4,0.76,0.8,0.64,0.7,0.55,0.0,0.09,0.49,0.42
rohxel.csv,0.58,0.0,0.0,0.16,0.21,0.04,0.25,0.09,0.78,0.4,0.0,0.33,0.11,0.0,0.0,0.46,0.49,0.38,0.16,0.0
synecdoche.csv,0.46,0.61,0.0,0.21,0.47,0.64,0.48,0.58,0.5,0.0,0.23,0.31,0.55,0.0,0.14,0.74,0.56,0.66,0.32,0.52
thedata.csv,0.67,0.76,0.33,0.44,0.58,0.49,0.32,0.56,0.46,0.5,0.62,0.45,0.4,0.0,0.58,0.61,0.46,0.55,0.49,0.98
x-ray-mule.csv,0.12,0.44,0.27,0.8,0.1,0.0,0.05,0.36,0.36,0.0,0.58,0.16,0.13,0.0,0.29,0.28,0.0,0.09,0.42,0.0
