,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.46,0.0,0.43,0.62,0.31,0.88,0.43,0.37,0.18,0.45,0.03,0.25,0.83,0.15,0.09,0.31,0.42,0.37,0.36,0.08
cuberok.csv,0.72,0.22,0.51,0.52,0.35,0.3,0.44,0.43,0.66,0.62,0.1,0.26,0.62,0.15,0.14,0.45,0.46,0.42,0.56,0.11
emisview.csv,0.18,0.33,0.14,0.0,0.21,0.25,0.59,0.38,0.57,0.0,0.08,0.13,0.51,0.0,0.46,0.49,0.0,0.0,0.19,0.0
jas.csv,0.61,0.09,0.44,0.83,0.21,0.62,0.43,0.41,0.75,0.4,0.08,0.27,0.57,0.2,0.46,0.31,0.31,0.3,0.54,0.0
jatlas.csv,0.43,0.53,0.42,0.11,0.46,0.55,0.38,0.28,0.1,0.38,0.0,0.2,0.69,0.0,0.19,0.54,0.27,0.42,0.14,0.17
javaprofiler.csv,0.79,0.18,0.64,0.75,0.55,0.47,0.5,0.36,0.79,0.53,0.17,0.24,0.52,0.08,0.14,0.39,0.41,0.48,0.87,0.08
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.4,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.56,0.14,0.31,0.36,0.28,0.14,0.46,0.35,0.54,0.43,0.42,0.2,0.32,0.0,0.0,0.39,0.2,0.44,0.32,0.29
jrefactory.csv,0.54,0.04,0.74,0.34,0.71,0.61,0.0,0.12,0.81,0.49,0.02,0.17,0.3,0.07,0.05,0.18,0.28,0.4,0.73,0.09
kdenlive.csv,0.75,0.18,0.56,0.48,0.57,0.16,0.56,0.43,0.45,0.59,0.07,0.28,0.81,0.05,0.15,0.54,0.5,0.44,0.62,0.05
m-m-m.csv,0.75,0.15,0.87,0.81,0.73,0.64,0.26,0.24,0.84,0.54,0.03,0.19,0.64,0.07,0.08,0.35,0.39,0.54,0.81,0.12
octet.csv,0.44,0.11,0.64,0.0,0.4,0.61,0.48,0.42,0.55,0.17,0.05,0.5,0.87,0.0,0.21,0.34,0.0,0.41,0.47,0.1
opendvr.csv,0.42,0.21,0.25,0.1,0.39,0.38,0.56,0.47,0.33,0.29,0.08,0.22,0.82,0.0,0.23,0.46,0.57,0.33,0.29,0.14
opennms.csv,0.49,0.19,0.2,0.16,0.25,0.11,0.44,0.6,0.7,0.28,0.12,0.18,0.52,0.0,0.29,0.35,0.31,0.06,0.17,0.12
poormans.csv,0.26,0.4,0.23,0.0,0.39,0.2,0.48,0.29,0.05,0.39,0.09,0.31,0.38,0.0,0.14,0.6,0.0,0.16,0.15,0.12
power-architect.csv,0.76,0.1,0.66,0.73,0.64,0.71,0.52,0.35,0.85,0.53,0.03,0.32,0.86,0.08,0.16,0.37,0.45,0.54,0.74,0.08
rohxel.csv,0.65,0.0,0.0,0.24,0.28,0.04,0.23,0.1,0.85,0.41,0.0,0.25,0.16,0.0,0.0,0.5,0.43,0.38,0.23,0.0
synecdoche.csv,0.52,0.19,0.73,0.32,0.51,0.64,0.46,0.4,0.6,0.56,0.03,0.11,0.68,0.0,0.03,0.45,0.41,0.68,0.39,0.14
thedata.csv,0.72,0.21,0.8,0.51,0.62,0.67,0.23,0.4,0.75,0.44,0.05,0.16,0.75,0.0,0.13,0.36,0.35,0.49,0.68,0.62
x-ray-mule.csv,0.17,0.16,0.36,0.82,0.13,0.0,0.07,0.28,0.46,0.0,0.05,0.07,0.2,0.0,0.09,0.24,0.0,0.11,0.52,0.0
