,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.95,0.92,0.93,0.94,0.94,0.74,0.43,0.88,0.8,0.92,0.97,0.75,0.68,0.91,0.93,0.84,0.8,0.9,0.96,0.89
cuberok.csv,0.47,0.45,0.54,0.54,0.48,0.5,0.38,0.54,0.48,0.57,0.83,0.57,0.4,0.72,0.54,0.52,0.5,0.68,0.41,0.54
emisview.csv,0.75,0.89,0.58,0.0,0.83,0.8,0.65,0.94,0.67,0.0,0.91,0.83,0.92,0.93,0.93,0.73,0.0,0.0,0.8,0.5
jas.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.75,0.0,0.92,0.0,0.0,0.0,0.86,0.67,0.0,0.0,0.5,0.0
jatlas.csv,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.5
javaprofiler.csv,0.53,0.56,0.55,0.47,0.48,0.53,0.42,0.43,0.34,0.62,0.63,0.52,0.4,0.91,0.47,0.45,0.45,0.49,0.47,0.4
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.75,0.0
jrefactory.csv,0.74,0.73,0.62,0.77,0.54,0.91,0.4,0.44,0.39,0.62,0.63,0.67,0.57,0.84,0.62,0.66,0.72,0.86,0.94,0.42
kdenlive.csv,0.44,0.65,0.6,0.6,0.58,0.89,0.5,0.82,0.67,0.5,0.85,0.88,0.5,0.64,0.77,0.79,0.5,0.43,0.81,0.46
m-m-m.csv,0.38,0.44,0.64,0.53,0.41,0.51,0.37,0.43,0.44,0.48,0.78,0.48,0.4,0.66,0.53,0.56,0.52,0.4,0.58,0.37
octet.csv,0.84,0.61,0.47,0.93,0.44,0.64,0.38,0.43,0.52,0.93,0.56,0.86,0.39,0.74,0.66,0.49,0.93,0.95,0.91,0.47
opendvr.csv,0.6,0.51,0.5,0.52,0.45,0.63,0.32,0.39,0.62,0.45,0.49,0.55,0.38,0.75,0.54,0.52,0.82,0.51,0.45,0.43
opennms.csv,0.95,0.88,0.88,0.67,0.93,0.93,0.52,0.78,0.82,0.86,0.97,0.83,0.91,0.91,0.94,0.92,0.95,0.94,0.83,0.92
poormans.csv,0.62,0.9,0.45,0.47,0.59,0.64,0.47,0.55,0.78,0.52,0.94,0.75,0.61,0.86,0.79,0.71,0.72,0.57,0.8,0.63
power-architect.csv,0.88,0.47,0.55,0.86,0.46,0.58,0.4,0.4,0.52,0.94,0.55,0.57,0.42,0.49,0.47,0.58,0.9,0.95,0.49,0.36
rohxel.csv,0.38,0.47,0.68,0.44,0.38,0.56,0.33,0.41,0.44,0.42,0.83,0.43,0.44,0.76,0.55,0.48,0.5,0.32,0.47,0.4
synecdoche.csv,0.74,0.89,0.8,0.69,0.69,0.92,0.64,0.6,0.8,0.56,0.75,0.48,0.47,0.58,0.86,0.56,0.85,0.61,0.65,0.42
thedata.csv,0.5,0.86,0.86,0.75,0.75,0.84,0.8,0.94,0.75,0.4,0.69,0.79,0.93,0.8,0.67,0.92,0.75,0.34,0.9,0.75
x-ray-mule.csv,0.53,0.83,0.8,0.67,0.92,0.89,0.83,0.96,0.92,0.9,0.95,0.91,0.91,0.0,0.96,0.9,0.6,0.82,0.92,0.0
