,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.37,0.81,0.44,0.4,0.44,0.56,0.37,0.67,0.38,0.46,0.36,0.44,0.38,0.86
flylinkdc.csv,0.7,0.63,0.5,0.5,0.56,0.57,0.48,0.74,0.61,0.34,0.88,0.6,0.58,0.5
grisbi.csv,0.35,0.37,0.36,0.3,0.4,0.3,0.33,0.33,0.32,0.34,0.35,0.43,0.33,0.34
jaolt.csv,0.48,0.43,0.45,0.36,0.44,0.42,0.38,0.42,0.41,0.41,0.67,0.51,0.5,0.35
maidsafe-dht.csv,0.9,0.94,0.86,0.67,0.68,0.9,0.82,0.57,0.8,0.56,0.76,0.81,0.72,0.63
mimosa.csv,0.39,0.43,0.46,0.52,0.5,0.44,0.48,0.56,0.39,0.36,0.41,0.46,0.49,0.5
n2cms.csv,0.88,0.64,0.61,0.67,0.86,0.67,0.82,0.71,0.81,0.62,0.0,0.93,0.95,0.68
nassp.csv,0.95,0.93,0.73,0.73,0.9,0.61,0.73,0.8,0.88,0.56,0.0,0.75,0.89,0.8
nug.csv,0.36,0.48,0.61,0.87,0.72,0.35,0.56,0.38,0.96,0.38,0.65,0.54,0.85,0.59
quantlib.csv,0.92,0.95,0.89,0.88,0.89,0.41,0.9,0.85,0.92,0.44,0.87,0.65,0.92,0.77
red5.csv,0.42,0.46,0.49,0.5,0.45,0.45,0.47,0.48,0.62,0.37,0.37,0.46,0.4,0.43
super-tux.csv,0.36,0.42,0.39,0.38,0.41,0.31,0.36,0.38,0.35,0.34,0.36,0.44,0.36,0.33
tcvp.csv,0.93,0.81,0.89,0.62,0.94,0.68,0.65,0.88,0.88,0.9,0.89,0.8,0.95,0.83
zxing.csv,0.55,0.87,0.56,0.37,0.54,0.92,0.44,0.59,0.61,0.88,0.42,0.51,0.56,0.4
