,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.53,0.55,0.47,0.08,0.57,0.76,0.71,0.66,0.32,0.65,0.11,0.37,0.61,0.65,0.14,0.86,0.0,0.62
ardour.csv,0.4,0.79,0.65,0.42,0.43,0.37,0.39,0.67,0.32,0.63,0.54,0.54,0.61,0.79,0.17,0.95,0.53,0.71
bacnet.csv,0.64,0.82,0.57,0.58,0.52,0.73,0.29,0.68,0.34,0.27,0.68,0.42,0.53,0.66,0.42,0.77,0.72,0.12
cortex-vfx.csv,0.3,0.32,0.25,0.5,0.11,0.31,0.21,0.53,0.34,0.4,0.54,0.6,0.5,0.52,0.17,0.86,0.49,0.48
enzo.csv,0.82,0.77,0.71,0.87,0.93,0.76,0.95,0.83,0.91,0.87,0.68,0.85,0.83,0.73,0.64,1.0,0.86,0.95
growl-for-windows.csv,0.52,0.0,0.0,0.11,0.61,0.57,0.87,0.0,0.51,0.04,0.64,0.0,0.56,0.0,0.72,0.09,0.67,0.68
heekscad.csv,0.75,0.61,0.54,0.71,0.57,0.55,0.42,0.7,0.49,0.13,0.54,0.61,0.61,0.58,0.42,0.95,0.79,0.21
minig.csv,0.65,0.79,0.84,1.0,0.72,0.75,0.74,0.68,0.77,0.76,0.54,0.78,0.83,0.69,0.42,0.27,1.0,0.77
multitude.csv,0.87,0.82,0.69,0.55,0.87,0.81,0.95,0.93,0.68,0.93,0.86,0.85,0.75,0.97,0.86,0.86,0.77,0.84
natpad.csv,0.57,0.77,0.59,0.58,0.5,0.82,0.34,0.85,0.26,0.62,0.86,0.35,0.39,0.35,0.19,0.55,0.77,0.48
open-ms.csv,0.45,0.48,0.65,0.21,0.35,0.19,0.45,0.5,0.38,0.12,0.11,0.51,0.61,0.74,0.5,0.82,0.07,0.64
planeshift.csv,0.94,0.93,0.73,0.92,0.67,0.88,0.74,0.99,0.8,0.83,0.96,0.96,0.69,1.0,0.86,0.95,0.81,0.93
rocrail.csv,0.61,0.64,0.67,0.47,0.78,0.36,0.47,0.81,0.54,0.51,0.82,0.65,0.47,0.73,0.47,0.82,0.74,0.55
salasaga.csv,0.9,0.93,0.84,0.76,0.74,0.88,0.45,0.84,0.43,0.34,0.68,0.55,0.72,0.6,0.5,0.86,0.6,0.64
xcsoar.csv,0.65,0.68,0.5,0.5,0.65,0.36,0.71,0.69,0.62,0.48,0.46,0.43,0.58,0.7,0.78,0.91,0.72,0.57
xemeiah.csv,0.74,0.89,0.68,0.42,0.74,0.79,0.55,0.82,0.34,0.66,0.86,0.58,0.75,0.74,0.39,0.91,0.91,0.79
xmoto.csv,0.51,0.45,0.38,0.08,0.3,0.7,0.42,0.67,0.52,0.0,0.93,0.46,0.69,0.35,0.11,0.95,0.37,0.05
zxing.csv,0.48,0.66,0.5,0.0,0.46,0.51,0.32,0.72,0.32,0.57,0.39,0.51,0.44,0.61,0.19,0.77,0.19,0.73
