,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.67,0.33,0.8,0.73,0.46,0.83,0.5,0.53,0.67,0.48,0.92,0.49,0.71,0.0
jicarilla.csv,0.0,0.5,0.79,0.0,0.95,0.5,0.86,0.5,0.58,0.92,0.75,0.94,0.93,0.52
jmule.csv,0.41,0.39,0.71,0.48,0.39,0.42,0.37,0.55,0.57,0.38,0.45,0.44,0.61,0.48
micomt.csv,0.38,0.38,0.61,0.39,0.43,0.4,0.35,0.53,0.94,0.45,0.41,0.54,0.48,0.35
migen.csv,0.89,0.91,0.74,0.83,0.46,0.72,0.88,0.88,0.81,0.53,0.62,0.46,0.88,0.0
mvnforum.csv,0.58,0.94,0.89,0.99,0.93,0.92,0.75,0.78,0.94,0.69,0.96,0.99,0.95,0.0
ng4j.csv,0.47,0.57,0.61,0.5,0.37,0.54,0.37,0.68,0.57,0.43,0.4,0.52,0.67,0.43
open-data-kit.csv,0.61,0.43,0.73,0.4,0.42,0.52,0.4,0.58,0.41,0.48,0.48,0.54,0.53,0.46
opennms.csv,0.71,0.41,0.73,0.81,0.67,0.59,0.9,0.73,0.44,0.58,0.94,0.53,0.57,0.38
ossim.csv,0.83,0.45,0.63,0.64,0.54,0.49,0.67,0.64,0.49,0.63,0.66,0.45,0.44,0.31
plplot.csv,0.43,0.32,0.67,0.65,0.47,0.6,0.46,0.59,0.89,0.49,0.48,0.98,0.6,0.48
qedo.csv,0.95,0.93,0.69,0.82,0.73,0.69,0.83,0.94,0.47,0.94,0.84,0.71,0.81,0.55
tradelink.csv,0.45,0.63,0.83,0.98,0.57,0.75,0.38,0.7,0.8,0.54,0.7,0.97,0.53,0.76
wgs-assembler.csv,0.57,0.57,0.86,0.44,0.41,0.52,0.69,0.79,0.38,0.49,0.61,0.39,0.47,0.46
