,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.18,0.6,1.01,0.59,0.61,0.97,0.68,0.63,0.77,0.54,0.64,1.04,0.61,0.96
jicarilla.csv,1.0,0.97,0.27,1.0,0.97,0.96,1.01,1.0,1.0,0.98,1.0,1.0,0.98,1.04
jmule.csv,0.66,0.63,1.03,0.58,0.55,0.78,0.78,0.57,0.61,0.36,0.65,0.94,0.37,0.19
micomt.csv,0.89,0.74,0.77,0.8,0.7,0.85,0.87,0.82,0.18,0.75,0.73,0.93,0.73,0.87
migen.csv,1.01,0.88,0.94,0.72,0.39,0.73,0.96,0.86,0.44,0.58,0.59,0.96,0.62,0.96
mvnforum.csv,1.17,0.82,0.89,1.0,0.82,0.94,0.56,0.81,0.58,0.66,0.74,0.96,0.74,1.0
ng4j.csv,0.51,0.69,0.96,0.51,0.66,0.79,0.65,0.61,0.56,0.48,0.62,0.99,0.27,0.37
open-data-kit.csv,0.59,0.54,1.04,0.71,0.67,0.7,0.78,0.6,0.81,0.3,0.58,0.96,0.63,0.53
opennms.csv,0.55,0.65,0.93,0.48,0.66,0.43,0.97,0.93,1.17,0.78,1.02,0.87,0.76,0.67
ossim.csv,0.55,0.65,0.81,0.41,0.87,0.64,0.93,0.84,1.09,0.77,0.87,0.97,0.79,0.97
plplot.csv,0.9,0.97,0.81,0.81,0.66,0.92,0.58,0.6,0.78,0.68,0.62,0.93,0.66,0.98
qedo.csv,1.04,1.02,0.63,0.96,0.81,0.84,0.95,0.94,1.12,0.94,0.86,0.32,0.93,0.77
tradelink.csv,0.76,0.7,1.05,0.97,0.69,0.89,0.59,0.57,0.77,0.7,0.49,0.87,0.79,0.89
wgs-assembler.csv,0.39,0.56,0.98,0.68,0.55,0.77,0.74,0.7,0.94,0.45,0.62,1.03,0.69,0.59
