,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.27,0.58,0.47,0.43,0.0,0.34,0.38,0.7,0.3,0.66,0.37
codesmith.csv,0.0,0.26,0.0,0.37,0.31,0.43,0.65,0.37,0.28,0.53,0.81
javaprofiler.csv,0.78,0.36,0.5,0.52,0.27,0.39,0.34,0.67,0.51,0.76,0.5
jpaul.csv,0.88,0.19,0.13,0.37,0.16,0.33,0.38,0.43,0.04,0.62,0.42
jrdf.csv,0.65,0.23,0.0,0.57,0.8,0.37,0.3,0.35,0.25,0.36,0.16
mecat.csv,0.07,0.1,0.0,0.42,0.16,0.29,0.97,0.0,0.25,0.2,0.0
neodatis-odb.csv,0.48,0.74,0.54,0.23,0.16,0.36,0.69,0.36,0.32,0.6,0.15
synecdoche.csv,0.45,0.41,0.38,0.57,0.58,0.37,0.51,0.27,0.65,0.34,0.53
tycho.csv,0.38,0.56,0.79,0.4,0.15,0.48,0.36,0.42,0.38,0.59,0.2
unicase.csv,0.59,0.53,0.37,0.73,0.4,0.69,0.41,0.45,0.52,0.13,0.56
xcmetadataservicestoolkit.csv,0.54,0.55,0.04,0.54,0.44,0.81,0.13,0.2,0.58,0.39,0.21
