,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.22,0.4,0.53,0.75,0.19,0.8,0.1,0.68,0.35,0.73,0.58
codesmith.csv,0.0,0.57,0.52,0.87,0.29,0.68,0.08,0.27,0.41,0.71,0.85
javaprofiler.csv,0.41,0.33,0.58,0.7,0.2,0.7,0.03,0.45,0.38,0.9,0.69
jpaul.csv,0.57,0.23,1.0,0.74,0.18,0.67,0.14,0.55,0.25,0.85,0.64
jrdf.csv,0.44,0.44,0.0,0.77,0.52,0.87,0.05,0.29,0.55,0.57,0.29
mecat.csv,0.5,0.33,0.0,0.83,0.15,1.0,0.3,0.0,0.55,0.93,0.0
neodatis-odb.csv,0.25,0.64,0.58,0.71,0.29,0.81,0.13,0.48,0.39,0.83,0.8
synecdoche.csv,0.37,0.27,0.63,0.74,0.53,0.87,0.06,0.26,0.67,0.56,0.64
tycho.csv,0.29,0.35,0.8,0.7,0.07,0.69,0.04,0.79,0.48,0.71,0.65
unicase.csv,0.32,0.37,0.48,0.83,0.21,0.79,0.05,0.35,0.38,0.62,0.66
xcmetadataservicestoolkit.csv,0.29,0.35,1.0,0.72,0.15,0.87,0.03,0.21,0.43,0.56,0.36
