,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.39,0.51,0.22,0.36,0.82,0.78,0.22,0.54,0.87,0.77,0.08,0.98,0.17,0.93
flylinkdc.csv,0.52,0.41,0.23,0.33,0.84,0.57,0.23,0.57,1.0,0.74,0.08,0.98,0.26,0.8
grisbi.csv,0.33,0.4,0.24,0.29,0.76,0.6,0.24,0.46,0.96,0.71,0.11,0.98,0.23,0.79
jaolt.csv,0.5,0.41,0.36,0.23,0.9,0.62,0.27,0.54,0.95,0.75,0.14,0.97,0.23,0.8
maidsafe-dht.csv,0.37,0.52,0.37,0.26,0.74,0.6,0.27,0.46,0.94,0.79,0.14,1.0,0.06,0.79
mimosa.csv,0.38,0.39,0.22,0.33,0.73,0.65,0.22,0.79,0.85,0.69,0.11,0.95,0.16,0.67
n2cms.csv,0.35,0.67,0.31,0.25,0.88,0.69,0.29,0.44,0.93,0.82,0.12,0.97,0.17,0.92
nassp.csv,0.6,0.43,0.4,0.33,0.9,0.56,0.47,0.36,1.0,0.8,0.0,0.96,0.73,0.82
nug.csv,0.57,0.45,0.12,0.58,0.5,0.69,0.25,0.62,1.0,0.76,0.12,1.0,0.15,0.66
quantlib.csv,0.27,0.25,0.0,0.31,0.76,0.75,0.21,0.25,0.82,0.4,0.0,0.0,0.33,0.75
red5.csv,0.36,0.39,0.2,0.35,0.79,0.74,0.21,0.47,0.7,0.74,0.1,0.99,0.22,0.8
super-tux.csv,0.25,0.42,0.24,0.34,0.76,0.68,0.26,0.32,0.75,0.73,0.11,1.0,0.21,0.81
tcvp.csv,0.25,0.5,0.5,1.0,0.78,1.0,0.0,0.0,0.0,0.5,0.26,0.0,0.0,0.67
zxing.csv,0.43,0.51,0.28,0.24,0.87,0.65,0.26,0.48,0.97,0.79,0.06,0.97,0.28,0.93
