,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.52,0.69,0.46,0.54,0.64,0.52,0.33,1.0,0.96,0.8,0.67,1.0,0.54,0.76,0.51,0.4
arcallians.csv,0.65,0.7,0.78,0.62,0.86,0.75,1.0,0.88,0.61,0.35,0.28,0.33,0.65,0.84,0.94,0.75
arianne.csv,0.7,0.94,1.0,1.0,0.96,0.98,0.92,0.81,0.9,1.0,0.99,1.0,0.62,0.97,0.83,0.95
aztec.csv,0.28,0.71,0.38,0.77,0.54,0.77,0.88,0.69,0.53,0.85,0.59,0.67,0.23,0.57,0.3,0.65
biopax.csv,0.98,0.94,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.88,1.0,0.85,1.0
bl-toolkit.csv,0.75,0.71,0.76,1.0,0.45,1.0,0.96,0.69,0.78,1.0,1.0,0.0,0.88,1.0,0.37,0.95
gnupdate.csv,0.58,0.69,0.18,0.65,0.71,0.77,0.92,0.38,0.9,0.8,0.53,0.0,0.31,0.73,0.49,0.8
les-indemodables.csv,0.66,0.54,0.92,0.69,0.54,0.52,0.5,1.0,0.51,0.5,0.47,0.33,0.73,0.7,0.54,0.4
ng4j.csv,0.38,0.61,0.34,0.65,0.72,0.73,0.17,0.5,0.84,0.85,0.44,0.67,0.31,0.84,0.35,0.8
openxava.csv,0.44,0.43,0.14,0.42,0.04,0.11,0.38,0.81,0.39,0.35,0.57,1.0,0.62,0.38,0.14,0.35
phonon-vlc-mplayer.csv,0.49,0.6,0.76,0.88,0.8,0.66,0.25,0.62,0.8,0.9,0.57,0.67,0.46,0.95,0.46,0.8
qgis.csv,0.31,0.61,0.16,0.0,0.83,0.43,0.04,0.69,0.55,0.0,0.0,1.0,0.65,0.86,0.62,0.45
rsyslog.csv,0.7,0.73,0.18,0.65,0.78,0.61,0.46,0.81,0.82,0.45,0.5,1.0,0.81,0.65,0.24,0.2
vars-redux.csv,0.73,0.56,0.96,0.77,0.84,0.84,0.58,0.81,0.8,0.45,0.36,1.0,0.73,0.97,0.49,0.55
xapian.csv,0.81,0.88,0.84,0.96,0.93,0.95,0.92,0.56,0.94,0.7,0.47,1.0,0.69,0.62,0.86,0.85
xqilla.csv,0.45,0.17,0.08,0.04,0.07,0.36,0.33,0.12,0.35,0.1,0.4,1.0,0.35,0.03,0.13,0.15
