,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.54,0.69,0.5,0.57,0.64,0.55,0.36,0.09,0.56,0.64,0.65,0.86,0.57,0.68,0.56,0.45
arcallians.csv,0.6,0.65,0.72,0.64,0.82,0.74,0.0,0.2,0.57,0.4,0.32,0.37,0.64,0.61,0.46,0.68
arianne.csv,0.71,0.3,0.0,0.0,0.42,0.0,0.72,0.2,0.61,0.0,0.0,0.0,0.63,0.21,0.61,0.5
aztec.csv,0.32,0.61,0.42,0.69,0.59,0.6,0.86,0.65,0.55,0.71,0.56,0.67,0.27,0.6,0.34,0.64
biopax.csv,0.09,0.49,0.0,0.41,0.17,0.21,0.0,0.13,0.0,0.27,0.58,0.0,0.29,0.21,0.86,0.0
bl-toolkit.csv,0.58,0.22,0.77,0.0,0.41,0.0,0.13,0.63,0.52,0.0,0.0,0.0,0.05,0.0,0.37,0.0
gnupdate.csv,0.58,0.55,0.21,0.63,0.71,0.6,0.17,0.4,0.62,0.81,0.55,0.0,0.35,0.58,0.53,0.69
les-indemodables.csv,0.6,0.56,0.32,0.7,0.55,0.53,0.51,0.38,0.53,0.5,0.48,0.35,0.66,0.7,0.56,0.4
ng4j.csv,0.42,0.59,0.39,0.64,0.74,0.67,0.2,0.51,0.63,0.83,0.48,0.66,0.35,0.61,0.4,0.77
openxava.csv,0.47,0.46,0.17,0.47,0.05,0.13,0.39,0.77,0.43,0.38,0.54,0.93,0.61,0.43,0.17,0.38
phonon-vlc-mplayer.csv,0.53,0.58,0.73,0.7,0.81,0.69,0.29,0.53,0.72,0.75,0.57,0.63,0.51,0.5,0.52,0.78
qgis.csv,0.35,0.63,0.19,0.0,0.78,0.47,0.05,0.34,0.57,0.0,0.0,0.7,0.65,0.66,0.67,0.49
rsyslog.csv,0.63,0.71,0.21,0.66,0.59,0.63,0.38,0.09,0.52,0.49,0.53,0.24,0.64,0.68,0.28,0.23
vars-redux.csv,0.66,0.59,0.21,0.68,0.68,0.6,0.61,0.53,0.76,0.44,0.4,0.0,0.67,0.24,0.55,0.56
xapian.csv,0.7,0.52,0.59,0.5,0.8,0.64,0.17,0.35,0.4,0.65,0.49,0.0,0.7,0.44,0.73,0.54
xqilla.csv,0.43,0.2,0.1,0.05,0.09,0.38,0.34,0.15,0.38,0.12,0.44,0.99,0.36,0.04,0.15,0.18
