,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,1.0,2.0,1.0,8.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,168.0,3.0,14.0,171.0,11.0
bacula.csv,1.0,3.0,0.0,1.0,11.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,303.0,20.0
blue-c.csv,1.0,3.0,0.0,0.0,24.0,1.0,0.0,4.0,5.0,1.0,0.0,5.0,0.0,0.0,3.0,6.0,168.0,9.0
enlightenment.csv,0.0,3.0,1.0,8.0,1.0,0.0,2.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,3.0,15.0,171.0,27.0
fltk.csv,1.0,2.0,0.0,8.0,30.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,12.0,170.0,15.0
freewrl.csv,0.0,2.0,1.0,0.0,12.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,4.0,12.0
genecys.csv,2.0,3.0,0.0,6.0,2.0,0.0,2.0,5.0,3.0,1.0,0.0,3.0,4.0,2.0,3.0,12.0,218.0,16.0
genoviz.csv,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,113.0,3.0,11.0,0.0
gzigzag.csv,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,5.0,9.0,18.0
jparsec.csv,2.0,1.0,1.0,4.0,9.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,59.0,25.0
lportal.csv,0.0,1.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,3.0,17.0,3.0
ogrehg.csv,1.0,3.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,14.0,23.0,15.0
patterntesting.csv,1.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,0.0,4.0,1.0,2.0,3.0,12.0,72.0,20.0
pfaedit.csv,0.0,0.0,0.0,1.0,16.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,178.0,6.0
pgui.csv,2.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,10.0,3583.0,24.0
roller.csv,2.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,14.0,90.0,24.0
sylpheed-claws.csv,3.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,10.0,4.0,23.0,41.0,25.0
xbg.csv,3.0,8.0,88.0,6.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,50.0,4.0,0.0,2.0,5.0,57.0,49.0
