,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.5,0.66,0.68,0.24,0.16,0.57,0.7,0.54,0.5,0.58,0.96,0.62,0.47,0.0,0.36,0.13,0.02,0.08
bacula.csv,0.73,0.6,0.74,0.58,0.31,0.65,0.94,0.3,0.5,0.42,0.94,0.55,0.61,0.37,0.38,0.12,0.04,0.1
blue-c.csv,0.73,0.63,0.76,0.91,0.25,0.62,0.86,0.33,0.53,0.51,0.94,0.54,0.61,0.37,0.4,0.14,0.05,0.25
enlightenment.csv,0.76,0.57,0.61,0.39,0.23,0.73,0.55,0.32,0.54,0.39,0.87,0.56,0.6,0.47,0.39,0.13,0.04,0.1
fltk.csv,0.74,0.75,0.77,0.41,0.24,0.64,0.72,0.35,0.65,0.55,0.91,0.51,0.57,0.36,0.4,0.14,0.04,0.17
freewrl.csv,0.7,0.58,0.67,0.67,0.29,0.59,0.69,0.32,0.5,0.49,0.88,0.73,0.67,0.28,0.41,0.14,0.05,0.15
genecys.csv,0.67,0.53,0.61,0.34,0.28,0.57,0.37,0.33,0.48,0.37,0.93,0.46,0.55,0.27,0.4,0.12,0.04,0.15
genoviz.csv,0.9,1.0,0.93,1.0,0.38,0.85,1.0,0.5,1.0,0.82,0.94,1.0,0.69,0.56,0.0,0.22,0.05,0.56
gzigzag.csv,0.75,0.65,0.75,0.69,0.37,0.79,0.92,0.55,0.64,0.56,0.92,0.61,0.7,0.47,0.47,0.18,0.09,0.12
jparsec.csv,0.7,0.67,0.79,0.53,0.26,0.58,0.54,0.39,0.53,0.43,0.92,0.67,0.63,0.28,0.58,0.25,0.07,0.11
lportal.csv,0.97,0.71,1.0,1.0,0.75,0.83,0.0,0.67,0.69,0.86,1.0,0.0,0.76,0.47,0.5,0.17,0.15,0.25
ogrehg.csv,0.79,0.72,0.75,0.75,0.3,0.79,0.89,0.44,0.62,0.59,0.95,0.58,0.67,0.45,0.37,0.17,0.06,0.14
patterntesting.csv,0.69,0.57,0.63,0.68,0.24,0.58,0.55,0.32,0.48,0.41,0.89,0.54,0.58,0.29,0.39,0.11,0.05,0.12
pfaedit.csv,1.0,0.72,0.84,0.78,0.25,0.79,0.78,0.39,0.88,0.59,0.91,0.62,0.72,0.8,0.44,0.11,0.06,0.22
pgui.csv,0.75,0.83,1.0,0.75,0.22,0.57,0.6,0.25,0.74,0.6,0.86,0.54,0.78,0.44,0.39,0.13,0.0,0.07
roller.csv,0.68,0.57,0.69,0.75,0.22,0.59,0.59,0.32,0.48,0.39,0.86,0.67,0.82,0.3,0.4,0.15,0.06,0.11
sylpheed-claws.csv,0.7,0.6,0.61,0.57,0.28,0.6,0.55,0.32,0.68,0.39,0.87,0.67,0.62,0.32,0.41,0.08,0.06,0.11
xbg.csv,0.42,0.46,0.0,0.28,0.25,0.62,1.0,0.12,0.29,0.3,0.95,0.0,0.6,0.22,0.33,0.26,0.01,0.0
