,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.91,0.61,0.96,0.52,0.49,1.06,0.69,0.93,0.77,0.28,0.74,0.45
delphilhlplib.csv,0.31,0.63,0.88,0.52,0.71,1.03,0.68,0.62,0.42,0.73,0.57,0.82
factor.csv,1.0,0.81,0.93,0.95,0.78,1.0,0.58,1.0,0.49,0.85,0.14,0.56
fceugc.csv,1.0,0.71,0.69,0.42,0.62,0.82,0.57,0.56,0.66,0.64,0.65,0.61
fltk.csv,0.71,0.41,0.61,0.62,0.49,1.04,0.89,0.87,0.34,0.64,0.36,0.67
jstock.csv,0.95,0.73,0.84,0.65,0.71,0.8,0.67,0.27,0.47,0.77,0.45,0.66
lportal.csv,0.92,0.94,0.99,1.0,0.9,1.0,0.34,1.0,0.92,1.0,0.98,0.79
natpad.csv,0.93,0.63,0.83,0.58,0.56,1.02,0.6,0.93,0.49,0.76,0.26,0.46
ogre.csv,0.81,0.65,0.7,0.8,0.92,0.06,0.74,0.87,0.86,0.65,1.07,0.77
phet.csv,0.66,0.97,0.48,0.89,1.09,0.15,0.99,0.89,1.17,0.93,0.88,0.96
sandiaportals.csv,0.76,0.67,0.83,0.58,0.44,1.02,0.92,0.79,0.28,0.78,0.29,0.42
sumatrapdf.csv,1.0,0.83,0.93,0.8,0.28,1.09,0.98,0.58,0.39,0.82,0.74,0.51
