,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,4.0,1.0,3.0,2.0,1.0,0.0,44.0,4.0,0.0,2.0,0.0,0.0
delphilhlplib.csv,0.0,0.0,4.0,2.0,0.0,0.0,44.0,2.0,0.0,10.0,0.0,2.0
factor.csv,70.0,1.0,1.0,1.0,0.0,0.0,55.0,55.0,3.0,10.0,0.0,0.0
fceugc.csv,1.0,2.0,2.0,0.0,1.0,0.0,55.0,1.0,0.0,10.0,1.0,2.0
fltk.csv,1.0,2.0,5.0,3.0,0.0,0.0,171.0,6.0,0.0,8.0,0.0,2.0
jstock.csv,1.0,0.0,2.0,1.0,0.0,0.0,104.0,0.0,0.0,6.0,0.0,0.0
lportal.csv,0.0,1.0,3.0,63.0,0.0,0.0,28.0,55.0,0.0,82.0,0.0,0.0
natpad.csv,0.0,1.0,1.0,2.0,0.0,0.0,98.0,0.0,1.0,8.0,0.0,0.0
ogre.csv,0.0,1.0,2.0,0.0,3.0,0.0,106.0,4.0,3.0,3.0,0.0,1.0
phet.csv,0.0,2.0,3.0,0.0,3.0,0.0,15.0,4.0,4.0,7.0,0.0,1.0
sandiaportals.csv,1.0,3.0,5.0,2.0,0.0,0.0,171.0,4.0,1.0,21.0,0.0,0.0
sumatrapdf.csv,1.0,3.0,5.0,3.0,0.0,0.0,171.0,3.0,1.0,10.0,0.0,0.0
