,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.22,0.58,0.28,0.3,0.07,0.5,0.56,0.09,0.0,0.23,0.13,0.28
delphilhlplib.csv,0.28,0.08,0.48,0.21,0.02,0.5,0.36,0.09,0.0,0.3,0.09,0.08
factor.csv,0.0,0.17,0.08,0.02,0.04,0.0,0.34,0.05,0.22,0.15,0.13,0.16
fceugc.csv,1.0,0.34,0.51,0.26,0.38,0.5,0.4,0.56,0.22,0.39,0.48,0.25
fltk.csv,0.33,0.28,0.51,0.44,0.04,0.5,0.87,0.19,0.0,0.39,0.26,0.14
jstock.csv,0.94,0.14,0.28,0.21,0.02,0.5,0.33,0.26,0.06,0.17,0.17,0.11
lportal.csv,0.0,0.06,0.02,0.02,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.05
natpad.csv,0.06,0.52,0.4,0.4,0.22,0.5,0.59,0.12,0.44,0.63,0.09,0.34
ogre.csv,0.72,0.49,0.43,0.74,0.82,0.0,0.6,0.86,0.78,0.49,0.78,0.7
phet.csv,0.33,0.24,0.24,0.53,0.87,0.0,0.01,0.84,1.0,0.17,0.61,0.52
sandiaportals.csv,0.72,0.66,0.59,0.4,0.15,0.5,0.92,0.16,0.17,0.41,0.22,0.36
sumatrapdf.csv,1.0,0.82,0.91,0.79,0.16,1.0,0.98,0.58,0.33,0.82,0.74,0.48
