,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.43,0.55,0.39,0.41,0.34,0.37,0.09,0.33,0.53,0.33,0.99,0.1,0.37,0.6,0.48,0.39
arcallians.csv,0.45,0.57,0.66,0.55,0.65,0.98,0.09,0.2,0.57,0.59,0.49,0.07,0.37,0.44,0.64,0.44
arianne.csv,0.99,0.36,0.56,0.67,0.33,0.63,0.21,0.15,0.66,0.3,0.49,0.05,0.24,0.48,0.46,0.46
aztec.csv,0.49,0.0,0.04,0.26,0.02,0.32,0.91,0.1,0.39,0.14,0.54,0.07,0.17,0.04,0.57,0.14
biopax.csv,0.64,0.68,0.8,0.71,0.43,0.67,0.17,0.2,0.61,0.34,0.74,0.06,0.4,0.61,0.99,0.44
bl-toolkit.csv,0.54,0.6,0.98,0.71,0.64,0.68,0.21,0.24,0.62,0.32,0.76,0.0,0.39,0.56,0.64,0.46
gnupdate.csv,0.38,0.48,0.15,0.56,0.55,0.67,0.21,0.48,0.57,0.95,0.52,0.0,0.39,0.54,0.56,0.44
les-indemodables.csv,0.43,0.6,0.47,0.62,0.4,0.6,0.1,0.32,0.6,0.37,0.62,0.1,0.4,0.94,0.45,0.36
ng4j.csv,0.42,0.59,0.58,0.67,0.62,0.55,0.05,0.14,0.56,0.44,0.58,0.07,0.38,0.55,0.61,0.97
openxava.csv,0.41,0.56,0.48,0.42,0.23,0.21,0.03,0.97,0.23,0.1,0.65,0.11,0.4,0.55,0.48,0.24
phonon-vlc-mplayer.csv,0.52,0.63,0.67,0.67,1.0,0.53,0.42,0.13,0.39,0.45,0.43,0.05,0.32,0.6,0.73,0.42
qgis.csv,0.48,0.99,0.54,0.42,0.53,0.53,0.08,0.15,0.45,0.5,0.48,0.06,0.38,0.56,0.5,0.49
rsyslog.csv,0.56,0.55,0.47,1.0,0.49,0.54,0.08,0.53,0.55,0.38,0.55,0.07,0.39,0.51,0.47,0.36
vars-redux.csv,0.28,0.44,0.43,0.44,0.43,0.26,0.11,0.29,0.97,0.3,0.36,0.12,0.3,0.6,0.42,0.4
xapian.csv,0.56,0.59,0.64,0.53,0.53,0.56,0.21,0.2,0.56,0.35,0.64,0.07,0.98,0.53,0.81,0.41
xqilla.csv,0.0,0.07,0.04,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.0
