,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.38,0.45,0.26,0.31,0.52,0.25,0.08,0.75,0.63,0.55,0.98,0.67,0.42,0.68,0.32,0.35
arcallians.csv,0.4,0.57,0.6,0.54,0.78,1.0,0.21,1.0,0.67,0.65,0.38,0.67,0.35,0.62,0.51,0.5
arianne.csv,0.98,0.35,0.46,0.88,0.35,0.73,0.42,0.19,0.73,0.65,0.4,0.33,0.27,0.57,0.35,0.75
aztec.csv,0.56,0.0,0.02,0.19,0.01,0.25,0.88,0.25,0.43,0.3,0.45,0.33,0.12,0.03,0.44,0.15
biopax.csv,0.86,0.88,0.88,0.92,0.94,0.77,0.92,1.0,0.98,1.0,0.91,1.0,0.88,1.0,1.0,0.8
bl-toolkit.csv,0.48,0.62,0.96,0.96,0.75,0.95,0.29,0.94,0.82,1.0,0.92,0.0,0.42,0.95,0.52,0.7
gnupdate.csv,0.27,0.43,0.08,0.42,0.48,0.59,0.25,0.5,0.71,0.95,0.41,0.0,0.27,0.65,0.41,0.45
les-indemodables.csv,0.34,0.58,0.36,0.54,0.67,0.55,0.38,0.62,0.63,0.85,0.58,1.0,0.65,0.92,0.3,0.45
ng4j.csv,0.31,0.56,0.42,0.65,0.72,0.52,0.04,0.62,0.65,0.65,0.5,0.67,0.5,0.81,0.48,0.95
openxava.csv,0.38,0.57,0.4,0.42,0.33,0.16,0.12,0.94,0.18,0.2,0.63,1.0,0.73,0.62,0.35,0.3
phonon-vlc-mplayer.csv,0.44,0.7,0.68,0.85,1.0,0.5,0.58,0.56,0.35,0.75,0.32,0.67,0.38,0.84,0.65,0.45
qgis.csv,0.4,0.99,0.44,0.35,0.67,0.45,0.25,0.62,0.43,0.5,0.36,1.0,0.58,0.51,0.37,0.65
rsyslog.csv,0.5,0.45,0.36,1.0,0.64,0.55,0.29,0.56,0.59,0.5,0.45,1.0,0.42,0.7,0.31,0.4
vars-redux.csv,0.18,0.31,0.28,0.31,0.29,0.16,0.08,0.81,0.98,0.3,0.24,0.67,0.31,0.54,0.27,0.3
xapian.csv,0.54,0.7,0.56,0.54,0.64,0.68,0.67,0.5,0.63,0.75,0.64,1.0,0.96,0.81,0.8,0.65
xqilla.csv,0.0,0.04,0.02,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0,0.0
