,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.39,0.18,0.14,0.21,0.56,0.12,0.06,0.34,0.57,0.41,0.0,0.3,0.25,0.34,0.1,0.15
arcallians.csv,0.38,0.42,0.5,0.46,0.23,0.05,0.29,0.99,0.51,0.13,0.3,0.44,0.16,0.68,0.3,0.25
arianne.csv,0.01,0.56,0.41,0.83,0.27,0.62,0.2,0.17,0.36,0.64,0.44,0.33,0.28,0.46,0.65,0.51
aztec.csv,0.73,0.06,0.05,0.29,0.05,0.32,0.0,0.44,0.55,0.66,0.38,0.21,0.07,0.11,0.35,0.34
biopax.csv,0.81,0.69,0.73,0.75,0.89,0.6,0.71,1.0,0.91,0.9,0.91,0.85,0.75,0.72,0.05,0.63
bl-toolkit.csv,0.28,0.41,0.0,0.79,0.22,0.92,0.13,0.72,0.61,0.99,0.82,0.15,0.23,0.83,0.35,0.46
gnupdate.csv,0.18,0.33,0.05,0.08,0.09,0.2,0.09,0.07,0.57,0.01,0.31,0.01,0.03,0.43,0.15,0.2
les-indemodables.csv,0.25,0.34,0.36,0.21,0.62,0.3,0.52,0.27,0.36,0.64,0.47,0.48,0.47,0.02,0.1,0.36
ng4j.csv,0.2,0.32,0.09,0.33,0.22,0.4,0.05,0.92,0.49,0.3,0.38,0.47,0.34,0.66,0.3,0.0
openxava.csv,0.47,0.44,0.64,0.67,0.59,0.38,0.58,0.0,0.31,0.66,0.54,0.43,0.58,0.37,0.45,0.41
phonon-vlc-mplayer.csv,0.25,0.49,0.77,0.75,0.0,0.42,0.1,0.83,0.31,0.36,0.26,0.71,0.3,0.54,0.45,0.24
qgis.csv,0.26,0.01,0.41,0.33,0.31,0.3,0.4,0.8,0.34,0.12,0.23,0.75,0.42,0.18,0.35,0.34
rsyslog.csv,0.28,0.18,0.36,0.0,0.35,0.52,0.47,0.07,0.42,0.27,0.34,0.7,0.22,0.58,0.05,0.27
vars-redux.csv,0.1,0.08,0.05,0.08,0.03,0.05,0.03,0.45,0.03,0.16,0.14,0.25,0.22,0.15,0.0,0.07
xapian.csv,0.38,0.65,0.45,0.54,0.28,0.85,0.39,0.43,0.46,0.58,0.64,0.68,0.0,0.71,0.65,0.53
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0
