,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.73,0.58,0.75,0.72,0.74,0.76,0.92,0.42,0.68,0.61,0.02,0.45,0.63,0.47,0.68,0.67
arcallians.csv,0.71,0.6,0.64,0.65,0.32,0.05,0.84,0.99,0.6,0.37,0.69,0.55,0.67,0.78,0.58,0.56
arianne.csv,0.02,0.86,0.68,0.84,0.71,0.68,0.62,0.83,0.45,0.73,0.74,0.75,0.78,0.63,0.92,0.57
aztec.csv,0.85,1.0,0.98,0.86,0.99,0.82,0.13,0.87,0.79,0.96,0.67,0.7,0.89,0.98,0.66,0.92
biopax.csv,0.83,0.7,0.74,0.75,0.9,0.64,0.71,1.0,0.91,0.9,0.91,0.85,0.76,0.72,0.05,0.66
bl-toolkit.csv,0.59,0.56,0.04,0.79,0.33,0.93,0.72,0.72,0.64,0.99,0.83,1.01,0.62,0.83,0.59,0.55
gnupdate.csv,0.75,0.66,0.92,0.58,0.53,0.46,0.76,0.5,0.64,0.05,0.67,1.0,0.73,0.56,0.61,0.59
les-indemodables.csv,0.7,0.54,0.74,0.51,0.71,0.54,0.81,0.46,0.51,0.66,0.63,0.48,0.58,0.08,0.71,0.66
ng4j.csv,0.71,0.54,0.59,0.48,0.35,0.62,0.96,1.0,0.6,0.46,0.63,0.58,0.61,0.69,0.6,0.05
openxava.csv,0.78,0.62,0.87,0.88,0.89,0.92,1.05,0.06,0.87,1.04,0.65,0.43,0.64,0.53,0.79,0.81
phonon-vlc-mplayer.csv,0.61,0.57,0.84,0.77,0.0,0.66,0.43,0.94,0.72,0.44,0.73,0.78,0.68,0.56,0.57,0.6
qgis.csv,0.65,0.02,0.69,0.73,0.45,0.62,0.85,0.89,0.67,0.51,0.68,0.75,0.6,0.52,0.72,0.49
rsyslog.csv,0.58,0.58,0.74,0.0,0.5,0.69,0.85,0.44,0.58,0.57,0.64,0.7,0.62,0.66,0.69,0.66
vars-redux.csv,0.83,0.7,0.72,0.7,0.71,0.84,0.92,0.49,0.04,0.72,0.77,0.42,0.73,0.48,0.73,0.7
xapian.csv,0.6,0.71,0.63,0.71,0.46,0.91,0.51,0.66,0.59,0.63,0.73,0.68,0.04,0.73,0.68,0.63
xqilla.csv,1.0,0.96,0.98,0.96,1.0,1.0,0.96,1.0,1.0,1.0,0.97,0.0,1.0,1.0,1.0,1.0
