,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.49,0.7,0.81,0.62,0.25,0.69,0.11,0.21,0.45,0.24,1.0,0.05,0.33,0.53,0.92,0.44
arcallians.csv,0.51,0.56,0.73,0.56,0.56,0.96,0.06,0.11,0.49,0.54,0.68,0.04,0.39,0.34,0.86,0.4
arianne.csv,0.99,0.37,0.72,0.53,0.32,0.56,0.14,0.12,0.6,0.19,0.61,0.02,0.22,0.41,0.66,0.33
aztec.csv,0.44,0.0,0.5,0.42,0.09,0.46,0.95,0.06,0.36,0.1,0.67,0.04,0.33,0.12,0.82,0.13
biopax.csv,0.51,0.55,0.73,0.57,0.28,0.59,0.1,0.11,0.44,0.21,0.63,0.03,0.26,0.44,0.99,0.3
bl-toolkit.csv,0.63,0.59,1.0,0.57,0.56,0.53,0.16,0.14,0.49,0.19,0.65,0.0,0.35,0.39,0.84,0.34
gnupdate.csv,0.61,0.55,0.8,0.85,0.66,0.76,0.19,0.47,0.48,0.95,0.69,0.0,0.7,0.46,0.91,0.43
les-indemodables.csv,0.57,0.62,0.69,0.74,0.28,0.67,0.06,0.22,0.56,0.24,0.67,0.05,0.29,0.97,0.91,0.3
ng4j.csv,0.62,0.63,0.91,0.68,0.54,0.59,0.06,0.08,0.49,0.33,0.69,0.04,0.3,0.41,0.85,1.0
openxava.csv,0.45,0.55,0.59,0.41,0.17,0.32,0.02,1.0,0.3,0.07,0.66,0.06,0.27,0.49,0.74,0.2
phonon-vlc-mplayer.csv,0.64,0.58,0.67,0.55,1.0,0.56,0.33,0.08,0.45,0.33,0.68,0.02,0.28,0.47,0.84,0.39
qgis.csv,0.6,0.99,0.71,0.53,0.44,0.62,0.05,0.09,0.48,0.5,0.72,0.03,0.29,0.61,0.79,0.39
rsyslog.csv,0.64,0.7,0.69,1.0,0.4,0.53,0.05,0.5,0.51,0.3,0.69,0.04,0.37,0.41,0.96,0.33
vars-redux.csv,0.64,0.79,0.93,0.8,0.8,0.78,0.18,0.18,0.96,0.3,0.74,0.06,0.3,0.67,1.0,0.6
xapian.csv,0.59,0.51,0.74,0.52,0.45,0.47,0.12,0.12,0.5,0.23,0.63,0.04,1.0,0.39,0.81,0.3
xqilla.csv,0.0,1.0,1.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.62,1.0,0.0,0.0,0.0,0.0
