,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.41,0.49,0.3,0.35,0.5,0.29,0.1,0.73,0.58,0.56,0.98,0.68,0.46,0.68,0.37,0.4
arcallians.csv,0.43,0.57,0.58,0.54,0.78,0.99,0.24,0.05,0.62,0.68,0.42,0.64,0.4,0.52,0.54,0.54
arianne.csv,0.98,0.36,0.48,0.48,0.39,0.62,0.46,0.22,0.71,0.56,0.42,0.37,0.31,0.56,0.35,0.68
aztec.csv,0.46,0.0,0.02,0.22,0.01,0.29,0.9,0.28,0.43,0.31,0.48,0.37,0.15,0.04,0.47,0.18
biopax.csv,0.5,0.64,0.61,0.6,0.37,0.65,0.64,0.0,0.33,0.36,0.32,0.47,0.59,0.66,0.99,0.65
bl-toolkit.csv,0.51,0.61,0.97,0.56,0.76,0.3,0.33,0.64,0.67,0.05,0.5,0.0,0.46,0.5,0.54,0.66
gnupdate.csv,0.31,0.46,0.1,0.47,0.53,0.62,0.29,0.55,0.63,0.96,0.45,0.0,0.32,0.63,0.46,0.49
les-indemodables.csv,0.38,0.59,0.39,0.58,0.58,0.57,0.4,0.64,0.63,0.67,0.57,0.84,0.62,0.93,0.35,0.48
ng4j.csv,0.35,0.58,0.47,0.65,0.73,0.53,0.05,0.26,0.62,0.66,0.52,0.64,0.53,0.63,0.51,0.96
openxava.csv,0.4,0.57,0.39,0.4,0.34,0.19,0.14,0.95,0.21,0.22,0.59,0.87,0.64,0.62,0.38,0.33
phonon-vlc-mplayer.csv,0.48,0.65,0.49,0.57,1.0,0.51,0.62,0.38,0.39,0.73,0.36,0.53,0.42,0.72,0.63,0.49
qgis.csv,0.44,0.99,0.46,0.39,0.67,0.48,0.28,0.44,0.46,0.55,0.4,0.62,0.58,0.55,0.4,0.65
rsyslog.csv,0.53,0.49,0.39,1.0,0.64,0.53,0.32,0.61,0.59,0.53,0.48,0.68,0.46,0.62,0.36,0.44
vars-redux.csv,0.21,0.36,0.33,0.36,0.34,0.19,0.1,0.74,0.98,0.34,0.28,0.68,0.35,0.58,0.32,0.35
xapian.csv,0.55,0.58,0.56,0.52,0.65,0.4,0.66,0.51,0.61,0.65,0.55,0.7,0.97,0.6,0.64,0.6
xqilla.csv,0.0,0.05,0.02,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0
