,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.31,0.5,0.17,0.32,0.99,0.75,0.19,0.48,0.84,0.75,0.14,0.94,0.2,0.85
flylinkdc.csv,1.0,0.63,0.3,0.41,0.89,0.69,0.32,0.33,0.97,0.78,0.12,1.0,0.17,0.91
grisbi.csv,0.35,0.4,0.22,0.25,0.83,0.58,0.24,0.5,1.0,0.71,0.13,0.98,0.21,0.77
jaolt.csv,0.36,0.42,0.28,0.36,0.8,0.58,0.26,0.5,0.85,1.0,0.12,0.96,0.17,0.81
maidsafe-dht.csv,0.65,0.5,1.0,0.4,0.83,0.6,0.17,0.5,1.0,0.82,0.0,0.91,0.22,0.88
mimosa.csv,0.24,0.39,0.2,0.26,0.79,0.62,0.26,1.0,0.86,0.74,0.12,0.98,0.21,0.66
n2cms.csv,0.42,1.0,0.27,0.22,0.89,0.61,0.3,0.33,0.91,0.84,0.1,0.98,0.09,0.84
nassp.csv,0.55,0.58,0.46,0.55,0.9,0.64,1.0,0.57,1.0,0.79,0.0,0.92,0.36,0.8
nug.csv,0.29,0.36,0.23,1.0,0.78,0.71,0.23,0.33,0.44,0.88,0.0,0.9,0.06,0.67
quantlib.csv,0.46,0.4,0.27,0.3,0.82,0.58,0.17,0.44,0.91,0.68,0.0,0.96,1.0,0.68
red5.csv,0.29,0.38,0.17,0.56,0.86,1.0,0.14,0.44,0.0,0.81,0.08,0.94,0.12,0.91
super-tux.csv,0.27,0.4,0.19,0.32,0.75,0.58,0.21,0.68,0.82,0.69,0.11,1.0,0.2,0.75
tcvp.csv,0.27,0.34,0.18,0.21,0.68,0.5,0.24,0.29,0.8,0.59,1.0,1.0,0.21,0.71
zxing.csv,0.35,0.36,0.28,0.23,0.89,0.68,0.28,0.47,0.95,0.76,0.12,0.97,0.18,1.0
