,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.65,0.97,1.0,0.6,0.79,1.0,0.98,0.57,0.34,0.96,1.0,0.77,0.6,0.67,0.74,0.67,1.02,0.76
alsa.csv,0.62,0.85,0.56,0.79,0.61,0.66,0.63,0.53,0.61,0.52,0.62,0.51,0.9,0.63,0.78,0.65,0.72,0.58
boost.csv,0.71,0.71,0.48,0.59,0.66,0.51,0.6,0.68,0.78,0.47,0.51,0.52,0.84,0.66,0.71,0.57,0.68,0.54
fmri-dmt.csv,0.76,0.9,0.95,0.55,0.83,0.83,0.8,0.99,0.86,0.86,0.86,0.79,0.54,0.67,0.27,0.9,1.11,0.96
genecys.csv,0.87,0.99,0.84,0.88,0.74,0.43,0.87,0.92,0.91,0.83,1.0,0.84,1.19,0.86,0.87,0.93,0.67,0.69
gusanos.csv,0.69,0.77,0.76,0.83,0.95,0.93,0.68,0.55,0.83,0.73,0.35,0.72,0.64,0.56,0.63,0.77,1.0,0.7
hatari.csv,0.8,0.87,0.48,0.74,0.83,0.72,0.75,0.68,0.79,0.68,0.77,0.97,0.86,0.51,0.86,0.68,0.63,0.56
n2cms.csv,0.33,0.82,0.78,0.87,0.92,0.69,0.64,0.62,0.76,0.89,0.6,0.62,0.83,0.85,0.66,0.53,0.6,0.55
nug.csv,0.76,0.93,0.97,0.37,1.0,1.06,1.0,0.92,0.71,0.9,1.0,0.95,0.33,0.85,0.86,0.66,0.46,1.05
nuttx.csv,0.82,0.52,0.85,0.77,0.68,0.64,0.78,0.55,0.59,0.8,0.9,0.67,0.37,0.87,0.79,0.72,0.66,0.72
proftp.csv,0.98,0.98,0.97,0.9,0.53,0.68,0.95,0.29,0.65,0.87,0.88,0.8,1.0,0.61,0.85,0.9,0.31,0.74
pydev.csv,0.69,0.89,0.5,0.89,0.52,0.68,0.76,0.44,0.7,0.73,0.67,0.59,1.16,0.42,0.63,0.51,0.52,0.42
tcl.csv,0.81,0.85,0.83,0.81,0.45,0.94,0.99,0.7,0.76,0.65,0.88,0.92,1.04,0.78,0.74,0.66,0.88,1.0
truevision.csv,0.68,0.99,0.59,0.73,1.0,0.48,0.91,0.49,0.42,0.63,0.51,0.38,0.84,0.6,0.6,0.6,0.94,0.55
uclmda.csv,1.0,0.84,1.0,1.0,1.0,0.99,0.97,0.92,1.0,0.96,0.83,0.98,0.01,0.98,1.0,0.82,1.0,0.98
uwom.csv,0.75,0.74,0.93,0.6,1.0,0.82,0.94,0.64,0.78,0.55,0.9,0.56,0.85,0.57,0.58,0.82,0.91,0.31
wxjs.csv,0.96,1.0,1.0,1.0,0.75,1.0,0.97,0.79,1.01,0.99,0.99,0.98,0.99,0.92,0.91,0.97,0.21,1.0
wxstudio.csv,0.82,0.73,0.74,0.77,0.84,1.01,0.75,0.88,0.59,0.87,0.78,0.93,0.17,0.71,0.7,0.35,0.6,1.07
