,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.24,0.08,0.01,0.23,0.08,0.08,0.07,0.16,0.07,0.25,0.02,0.42,0.22
flylinkdc.csv,0.0,0.38,0.42,0.1,0.35,0.24,0.0,0.08,0.43,0.25,0.1,0.43,0.33
fw4spl.csv,0.45,0.41,0.49,0.29,0.01,0.35,0.93,0.51,0.31,0.61,0.66,0.46,0.35
grisbi.csv,0.67,0.46,0.53,0.71,0.66,0.68,0.07,0.73,0.75,0.5,0.68,0.54,0.67
mesa3d.csv,0.24,0.31,0.31,0.03,0.44,0.16,0.21,0.41,0.34,0.28,0.34,0.03,0.24
nuttx.csv,0.81,0.05,0.5,0.97,0.9,0.7,0.29,0.8,0.71,0.44,0.9,0.56,0.67
panda3d.csv,0.12,0.23,0.12,0.06,0.16,0.22,0.0,0.07,0.22,0.02,0.08,0.15,0.09
proftp.csv,0.06,0.15,0.24,0.23,0.11,0.0,0.0,0.0,0.12,0.15,0.15,0.11,0.2
qmmp.csv,0.58,0.85,0.39,0.48,0.68,0.43,0.43,0.7,0.79,0.63,0.02,0.71,0.54
skia.csv,0.22,0.18,0.14,0.29,0.2,0.03,0.07,0.0,0.13,0.15,0.15,0.2,0.0
tart.csv,0.06,0.0,0.05,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0
tcvp.csv,0.08,0.21,0.15,0.13,0.08,0.08,0.07,0.0,0.07,0.13,0.02,0.19,0.13
utgb.csv,0.12,0.05,0.16,0.0,0.25,0.19,0.0,0.14,0.27,0.2,0.03,0.22,0.13
