,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,51.0,0.0,0.0,0.0
echongl.csv,1.0,5.0,2.0,0.0,0.0,1.0,0.0,69.0,0.0,0.0,12.0,0.0
hazelcast.csv,5.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,0.0,0.0,20.0,6.0
japano.csv,1.0,0.0,2.0,0.0,0.0,1.0,0.0,66.0,0.0,0.0,16.0,0.0
jmol.csv,0.0,1.0,3.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,14.0,0.0
mobicents.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,1.0
nunit.csv,3.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0
openefm.csv,0.0,0.0,2.0,4.0,0.0,1.0,0.0,13.0,0.0,0.0,8.0,0.0
snakeyaml.csv,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0
trackit.csv,8.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,0.0,11.0,1.0
unicase.csv,1.0,1.0,0.0,0.0,0.0,1.0,0.0,74.0,1.0,0.0,14.0,0.0
wheat.csv,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0
