,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.5,0.8,0.75,0.59,0.97,0.91,0.8,0.6,0.0,0.81,1.0,0.32
echongl.csv,0.26,0.68,0.73,0.46,0.94,0.88,1.0,0.02,0.5,0.7,0.06,0.15
hazelcast.csv,0.37,1.0,0.59,0.52,0.92,0.81,0.71,0.16,0.56,0.78,0.13,0.21
japano.csv,0.33,0.84,0.61,0.5,1.0,0.82,0.68,0.13,0.54,0.7,0.14,0.2
jmol.csv,0.49,0.97,0.33,0.58,0.93,1.0,0.7,0.33,0.47,0.77,0.16,0.3
mobicents.csv,0.49,0.83,0.67,1.0,0.97,0.88,0.82,0.35,0.82,0.79,0.29,0.42
nunit.csv,0.41,0.82,0.52,0.75,0.98,0.91,0.81,0.3,0.5,0.83,0.38,1.0
openefm.csv,0.97,0.79,0.65,0.57,0.96,0.86,0.59,0.24,0.67,0.7,0.21,0.24
snakeyaml.csv,0.27,0.75,0.74,0.56,0.95,0.82,0.57,1.0,0.55,0.68,0.17,0.17
trackit.csv,0.24,0.84,0.98,0.44,0.94,0.76,0.97,0.09,0.5,0.71,0.1,0.16
unicase.csv,0.35,0.93,0.57,0.53,0.91,0.82,0.73,0.06,0.39,0.98,0.15,0.3
wheat.csv,0.33,0.94,0.7,0.52,0.91,0.94,0.66,0.17,1.0,0.7,0.33,0.22
