,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.15,0.29,0.15,0.27,0.22,0.2,0.04,0.11,0.0,0.12,1.0,0.35
echongl.csv,0.3,0.35,0.54,0.38,0.68,0.44,0.99,0.07,0.36,0.62,0.25,0.5
hazelcast.csv,0.97,1.0,0.66,0.92,0.62,0.93,0.86,1.0,0.82,0.87,0.88,0.82
japano.csv,0.94,0.98,0.8,0.92,1.0,0.98,0.78,0.93,1.0,0.84,1.0,0.95
jmol.csv,0.58,0.67,0.07,0.62,0.51,0.98,0.19,0.52,0.32,0.63,0.88,0.62
mobicents.csv,0.61,0.36,0.15,0.96,0.5,0.46,0.57,0.59,0.32,0.49,1.0,0.55
nunit.csv,0.42,0.49,0.29,0.39,0.32,0.4,0.13,0.48,0.21,0.21,0.75,0.92
openefm.csv,0.94,0.62,0.76,0.49,0.41,0.36,0.2,0.74,0.43,0.77,0.62,0.42
snakeyaml.csv,0.48,0.44,0.76,0.59,0.58,0.52,0.33,0.85,0.64,0.47,0.5,0.6
trackit.csv,0.3,0.49,1.0,0.32,0.25,0.19,0.38,0.41,0.54,0.47,0.25,0.38
unicase.csv,0.85,0.69,0.56,0.78,0.74,0.83,0.94,0.26,0.25,0.99,0.75,0.7
wheat.csv,0.42,0.53,0.34,0.35,0.51,0.3,0.41,0.22,0.93,0.36,0.62,0.65
