,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.85,0.81,0.86,0.76,0.78,0.81,0.96,0.89,1.0,0.89,0.0,0.68
echongl.csv,0.81,1.11,0.58,0.78,0.64,0.62,0.01,1.07,0.77,0.8,0.95,0.88
hazelcast.csv,0.82,0.0,0.89,0.9,0.86,0.96,0.93,0.82,0.77,0.66,0.87,0.83
japano.csv,0.93,1.0,0.93,0.98,0.0,0.96,0.97,0.94,1.0,0.96,0.94,0.99
jmol.csv,0.52,0.34,0.96,0.61,0.74,0.02,0.84,0.51,0.8,0.63,0.74,0.54
mobicents.csv,0.5,0.75,0.86,0.04,0.54,0.6,0.54,0.44,0.68,0.62,0.38,0.49
nunit.csv,0.65,0.79,0.85,0.62,0.69,0.63,0.87,0.54,0.82,0.8,0.32,0.07
openefm.csv,0.06,0.98,0.78,0.64,0.63,0.69,0.88,0.43,0.62,0.91,0.52,0.67
snakeyaml.csv,0.82,0.98,0.54,0.64,0.61,0.71,0.94,0.15,0.72,0.78,0.62,0.85
trackit.csv,0.84,0.71,0.04,0.81,0.78,0.85,0.62,0.85,0.78,0.74,0.83,0.8
unicase.csv,0.78,0.43,0.86,0.75,1.03,0.84,0.92,0.97,0.88,0.04,0.7,0.52
wheat.csv,0.72,0.51,0.71,0.74,0.83,0.71,0.81,0.8,0.07,0.76,0.42,0.71
