,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,6.0,0.0,1.0,2.0,10.0,1.0,5.0,6.0,0.0,0.0,5.0,1.0,15.0,3.0,0.0,1.0,2.0,0.0,25.0
delphilhlplib.csv,6.0,4.0,0.0,3.0,10.0,1.0,3.0,6.0,0.0,0.0,7.0,1.0,15.0,2.0,0.0,1.0,1.0,0.0,22.0
exordium.csv,0.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,14.0,1.0,1.0,0.0,3.0,3.0,13.0
fltk.csv,1.0,3.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,11.0
genoviz.csv,1.0,1509.0,0.0,236.0,74.0,121.0,289.0,49.0,59.0,223.0,81.0,108.0,2.0,118.0,58.0,147.0,257.0,248.0,0.0
gzigzag.csv,1.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,1.0,1.0,3.0
irrlicht.csv,5.0,3.0,0.0,3.0,12.0,2.0,0.0,6.0,0.0,0.0,7.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,12.0
kmess.csv,1.0,0.0,0.0,2.0,8.0,5.0,7.0,2.0,0.0,0.0,6.0,12.0,4.0,2.0,0.0,0.0,2.0,0.0,9.0
moast.csv,6.0,4.0,4.0,3.0,14.0,6.0,5.0,6.0,0.0,0.0,7.0,1.0,15.0,3.0,0.0,1.0,0.0,0.0,24.0
mptvseries.csv,3.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,10.0,2.0,0.0,1.0,1.0,1.0,8.0
nativeclient.csv,1.0,0.0,0.0,3.0,9.0,14.0,4.0,5.0,0.0,1.0,2.0,7.0,32.0,2.0,0.0,1.0,1.0,0.0,14.0
openfrag.csv,2.0,4.0,1.0,0.0,15.0,2.0,1.0,2.0,0.0,0.0,14.0,19.0,5.0,0.0,0.0,0.0,1.0,0.0,20.0
phet.csv,5.0,0.0,1.0,2.0,13.0,1.0,0.0,6.0,0.0,0.0,6.0,1.0,14.0,3.0,0.0,1.0,2.0,0.0,20.0
qdvdauthor.csv,3.0,1.0,0.0,4.0,7.0,2.0,0.0,5.0,0.0,0.0,5.0,6.0,3.0,2.0,0.0,0.0,257.0,0.0,49.0
qse.csv,2.0,2.0,1.0,1.0,10.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,21.0
sauerbraten.csv,0.0,4.0,0.0,0.0,4.0,10.0,4.0,4.0,0.0,0.0,2.0,8.0,13.0,0.0,0.0,2.0,0.0,0.0,17.0
toped.csv,6.0,0.0,1.0,3.0,10.0,8.0,5.0,4.0,0.0,0.0,1.0,0.0,15.0,3.0,0.0,1.0,0.0,0.0,49.0
truevision.csv,2.0,1.0,1.0,2.0,11.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,2.0,1.0,18.0
zoolib.csv,2.0,1.0,70.0,1.0,7.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,49.0
