,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.6,0.66,0.69,0.29,0.16,0.72,0.8,0.51,0.55,0.56,0.87,0.55,0.49,0.43,0.35,0.14,0.02,0.05
bacula.csv,0.78,0.65,0.75,0.36,0.27,0.64,0.91,0.36,0.56,0.53,0.94,0.53,0.49,0.38,0.39,0.17,0.02,0.08
blue-c.csv,0.74,0.62,0.71,0.92,0.26,0.61,0.86,0.36,0.52,0.49,0.89,0.58,0.62,0.36,0.4,0.16,0.05,0.19
enlightenment.csv,0.76,0.57,0.61,0.39,0.23,0.71,0.56,0.32,0.56,0.39,0.87,0.55,0.6,0.44,0.38,0.13,0.04,0.1
fltk.csv,0.77,0.78,0.77,0.41,0.25,0.65,0.91,0.34,0.67,0.6,0.95,0.55,0.55,0.41,0.41,0.15,0.04,0.16
freewrl.csv,0.7,0.57,0.76,1.0,0.29,0.63,0.69,0.32,0.53,0.51,0.91,0.7,0.64,0.28,0.41,0.15,0.05,0.21
genecys.csv,0.66,0.53,0.61,0.32,0.25,0.55,0.26,0.32,0.48,0.36,0.94,0.56,0.51,0.27,0.39,0.13,0.02,0.1
genoviz.csv,0.86,0.87,0.93,1.0,0.35,0.88,1.0,0.5,1.0,0.83,0.9,0.5,0.66,0.52,1.0,0.2,0.05,0.71
gzigzag.csv,0.72,0.63,0.7,0.69,0.34,0.87,0.89,0.46,0.6,0.49,0.88,0.58,0.78,0.46,0.43,0.15,0.08,0.1
jparsec.csv,0.67,0.6,0.62,0.54,0.28,0.58,0.46,0.32,0.48,0.35,0.82,0.0,0.62,0.28,0.64,0.2,0.08,0.08
lportal.csv,0.95,0.65,1.0,1.0,0.75,0.79,0.0,0.83,0.69,0.86,1.0,0.0,0.78,0.45,0.5,0.12,0.15,0.25
ogrehg.csv,0.77,0.69,0.76,0.68,0.3,0.78,0.94,0.42,0.61,0.61,0.94,0.6,0.64,0.41,0.38,0.18,0.05,0.14
patterntesting.csv,0.7,0.6,0.64,0.7,0.24,0.59,0.67,0.32,0.49,0.44,0.88,0.52,0.61,0.34,0.4,0.11,0.05,0.13
pfaedit.csv,1.0,0.73,0.84,0.71,0.24,0.81,0.72,0.41,0.95,0.61,0.94,0.59,0.57,1.0,0.36,0.14,0.05,0.2
pgui.csv,0.65,1.0,0.0,0.45,0.23,0.0,0.58,0.29,0.0,0.0,0.87,0.53,0.85,0.45,0.29,0.14,0.0,0.1
roller.csv,0.68,0.58,0.68,0.73,0.24,0.63,0.72,0.32,0.47,0.4,0.87,0.63,0.81,0.44,0.44,0.13,0.06,0.12
sylpheed-claws.csv,0.79,0.59,0.61,0.52,0.28,0.62,0.55,0.32,0.71,0.39,0.87,0.64,0.62,0.41,0.41,0.11,0.05,0.11
xbg.csv,0.54,0.47,0.45,0.35,0.28,0.57,0.67,0.24,0.35,0.37,0.88,0.0,0.65,0.21,1.0,0.33,0.01,0.14
