,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.8,0.55,0.66,0.76,0.96,0.7,0.6,0.54,0.69,0.74,0.48,0.36,0.73,0.86,0.49,0.44,0.55,0.57
bacula.csv,0.44,0.52,0.35,0.66,0.53,0.51,0.5,0.54,0.49,0.56,0.44,0.33,0.52,0.45,0.45,0.48,0.5,0.38
blue-c.csv,0.43,0.47,0.44,0.83,0.49,0.46,0.46,0.53,0.47,0.56,0.43,0.35,0.39,0.5,0.4,0.5,0.42,0.46
enlightenment.csv,0.41,0.42,0.3,0.44,0.39,0.44,0.43,0.5,0.38,0.46,0.44,0.33,0.34,0.46,0.4,0.4,0.38,0.32
fltk.csv,0.47,0.54,0.44,0.7,0.5,0.55,0.52,0.61,0.65,0.65,0.4,0.36,0.41,0.51,0.42,0.48,0.43,0.47
freewrl.csv,0.36,0.5,0.43,0.0,0.56,0.48,0.34,0.5,0.43,0.58,0.4,0.41,0.39,0.37,0.48,0.4,0.44,0.42
genecys.csv,0.4,0.47,0.34,0.52,0.52,0.65,0.89,0.53,0.44,0.56,0.51,0.47,0.4,0.39,0.44,0.39,0.54,0.4
genoviz.csv,0.62,0.93,0.93,0.0,0.59,0.94,0.0,0.9,0.9,0.96,0.48,0.5,0.61,0.81,0.5,0.73,0.75,0.86
gzigzag.csv,0.38,0.48,0.45,0.46,0.54,0.78,0.56,0.36,0.33,0.55,0.29,0.29,0.44,0.45,0.37,0.45,0.72,0.37
jparsec.csv,0.4,0.62,0.33,0.37,0.42,0.45,0.5,0.51,0.44,0.56,0.82,0.0,0.37,0.4,0.54,0.73,0.5,0.34
lportal.csv,0.68,0.94,0.5,0.0,0.88,0.78,0.0,0.83,0.96,0.95,0.0,0.0,0.59,0.8,0.5,0.88,0.73,0.75
ogrehg.csv,0.41,0.45,0.41,0.73,0.44,0.61,0.47,0.48,0.42,0.5,0.4,0.36,0.35,0.47,0.41,0.5,0.41,0.3
patterntesting.csv,0.38,0.44,0.33,0.53,0.37,0.49,0.42,0.5,0.43,0.49,0.43,0.35,0.36,0.44,0.4,0.41,0.38,0.34
pfaedit.csv,0.5,0.53,0.38,0.67,0.45,0.8,0.41,0.37,0.95,0.54,0.41,0.34,0.59,0.0,0.5,0.53,0.51,0.48
pgui.csv,0.58,0.0,0.0,0.61,0.45,0.0,0.44,0.48,0.0,0.0,0.44,0.33,0.81,0.64,0.55,0.41,0.0,0.33
roller.csv,0.53,0.44,0.32,0.5,0.39,0.48,0.42,0.5,0.48,0.52,0.46,0.37,0.43,0.57,0.53,0.48,0.42,0.35
sylpheed-claws.csv,0.5,0.4,0.3,0.35,0.34,0.48,0.42,0.5,0.44,0.46,0.44,0.36,0.33,0.48,0.43,0.39,0.36,0.32
xbg.csv,0.94,0.97,0.91,0.71,0.94,0.95,0.83,0.94,0.89,0.99,0.96,0.0,0.95,0.81,0.0,0.62,1.0,0.86
