,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.57,1.0,1.0,0.42,1.0,1.0,1.0,0.46,0.23,1.0,1.0,0.38,0.33,0.52,0.73,0.47,0.23,0.71
alsa.csv,0.42,0.67,0.25,0.58,0.55,0.56,0.38,0.27,0.24,0.32,0.24,0.28,0.5,0.61,0.56,0.41,0.36,0.55
boost.csv,0.64,0.62,0.42,0.5,0.15,0.44,0.41,0.14,0.25,0.33,0.21,0.34,0.83,0.54,0.53,0.24,0.44,0.45
fmri-dmt.csv,0.47,0.87,0.92,0.25,0.48,0.44,0.66,0.41,0.56,0.81,0.69,0.45,0.5,0.32,0.19,0.71,0.47,0.77
genecys.csv,0.49,0.77,0.61,0.61,0.62,0.33,0.71,0.92,0.89,0.79,1.0,0.42,1.0,0.81,0.87,0.86,0.67,0.32
gusanos.csv,0.3,0.15,0.81,0.06,0.12,1.0,0.43,0.49,0.03,0.88,0.28,0.11,0.33,0.38,0.48,0.14,0.16,0.79
hatari.csv,0.8,0.33,0.42,0.72,0.85,0.78,0.75,0.7,0.7,0.74,0.48,0.94,0.5,0.49,0.89,0.43,0.63,0.63
n2cms.csv,0.27,0.31,0.64,0.75,0.88,0.56,0.37,0.59,0.76,0.08,0.38,0.52,0.83,0.83,0.44,0.37,0.62,0.44
nug.csv,0.66,0.62,0.92,0.14,1.0,0.44,0.88,0.19,0.11,0.17,0.52,0.59,0.67,0.93,0.53,0.27,0.24,0.79
nuttx.csv,0.05,0.46,0.22,0.67,0.4,0.0,0.46,0.46,0.4,0.61,0.86,0.24,0.33,0.39,0.39,0.31,0.29,0.56
proftp.csv,0.0,0.0,0.0,0.47,0.7,0.56,0.02,0.27,0.65,0.08,0.14,0.49,0.0,0.29,0.27,0.1,0.38,0.11
pydev.csv,0.58,0.31,0.28,0.58,0.8,0.44,0.2,0.16,0.5,0.14,0.21,0.39,0.67,0.29,0.48,0.12,0.43,0.19
tcl.csv,0.72,0.82,0.75,0.72,0.38,0.89,0.01,0.57,0.55,0.17,0.72,0.59,0.5,0.55,0.53,0.43,0.8,0.0
truevision.csv,0.26,0.08,0.31,1.0,0.0,0.78,0.01,0.54,0.53,0.29,0.21,0.24,0.83,0.16,0.44,0.69,0.73,0.46
uclmda.csv,0.01,0.1,0.0,0.03,0.02,0.11,0.06,0.3,0.06,0.12,0.38,0.06,0.0,0.13,0.1,0.33,0.0,0.09
uwom.csv,0.74,0.1,0.92,0.08,0.0,0.0,0.01,0.54,0.21,0.41,0.1,0.07,0.83,0.46,0.34,0.86,0.21,0.26
wxjs.csv,0.05,0.0,0.0,0.0,0.1,0.0,0.02,0.19,0.18,0.02,0.1,0.04,0.0,0.09,0.31,0.04,0.2,0.0
wxstudio.csv,0.26,0.44,0.31,0.56,0.85,0.56,0.58,0.46,0.58,0.64,0.59,0.86,0.33,0.38,0.26,0.22,0.66,0.88
