,n2cms.csv,nuttx.csv,hatari.csv,nug.csv,tcl.csv,genecys.csv,alsa.csv,proftp.csv,alpine.csv,boost.csv,gusanos.csv,truevision.csv,uclmda.csv,pydev.csv,fmri-dmt.csv,wxstudio.csv,wxjs.csv,uwom.csv
alpine.csv,0.54,1.0,1.0,0.76,1.0,1.0,1.0,0.73,0.67,1.0,1.0,0.32,0.5,0.58,0.67,0.43,0.0,0.68
alsa.csv,0.58,0.66,0.59,0.65,0.44,0.61,0.68,0.43,0.5,0.47,0.49,0.79,0.98,0.72,0.83,0.46,0.0,0.82
boost.csv,0.73,0.52,0.69,0.71,0.31,0.79,0.53,0.5,0.25,0.7,0.51,0.58,0.88,0.83,0.67,0.46,0.25,0.74
fmri-dmt.csv,0.44,0.93,0.72,0.53,0.31,0.45,0.53,0.1,0.25,0.67,0.48,0.34,0.42,0.33,0.83,0.38,0.0,0.41
genecys.csv,0.33,0.61,0.38,0.29,0.62,0.81,0.61,1.0,0.83,0.83,1.0,0.34,0.9,0.61,0.83,0.73,0.88,0.51
gusanos.csv,0.38,0.18,0.76,0.18,0.05,0.84,0.46,0.67,0.08,0.74,0.82,0.24,0.45,0.64,0.5,0.3,0.0,0.85
hatari.csv,0.85,0.22,0.72,0.88,0.9,0.71,0.84,0.83,0.67,0.77,0.34,0.92,0.4,0.81,0.83,0.51,1.0,0.85
n2cms.csv,0.77,0.24,0.76,0.47,0.79,0.56,0.49,0.83,0.92,0.19,0.49,0.66,0.56,0.94,0.67,0.65,1.0,0.72
nug.csv,0.88,0.73,0.97,0.65,0.97,0.08,0.92,0.13,0.25,0.19,0.81,0.37,0.87,0.86,0.5,0.16,0.0,0.58
nuttx.csv,0.15,0.66,0.24,0.53,0.59,0.23,0.36,0.73,0.75,0.44,0.84,0.34,0.79,0.25,0.0,0.46,0.38,0.43
proftp.csv,0.04,0.0,0.0,0.24,0.87,0.63,0.04,0.87,0.75,0.13,0.12,0.5,0.0,0.44,0.17,0.16,1.0,0.4
pydev.csv,0.85,0.36,0.55,0.47,0.85,0.66,0.31,0.5,0.58,0.26,0.36,0.61,0.41,0.67,0.67,0.49,0.75,0.56
tcl.csv,0.62,0.8,0.59,0.59,0.72,0.68,0.02,0.63,0.5,0.39,0.51,0.37,0.1,0.47,0.5,0.49,0.62,0.0
truevision.csv,0.35,0.1,0.52,0.88,0.0,0.92,0.04,0.8,0.75,0.44,0.43,0.71,0.94,0.39,0.67,0.57,0.12,0.91
uclmda.csv,0.0,0.17,0.0,0.0,0.0,0.02,0.02,0.13,0.0,0.04,0.3,0.03,0.99,0.03,0.0,0.24,0.0,0.02
uwom.csv,0.73,0.22,0.83,0.24,0.0,0.16,0.06,0.67,0.33,0.61,0.22,0.5,0.92,0.61,0.5,0.73,0.12,0.84
wxjs.csv,0.0,0.0,0.03,0.0,0.31,0.0,0.03,0.33,0.0,0.01,0.04,0.03,0.01,0.11,0.17,0.05,1.0,0.0
wxstudio.csv,0.29,0.52,0.41,0.35,0.72,0.16,0.56,0.3,0.67,0.31,0.51,0.61,0.98,0.42,0.33,0.78,1.0,0.36
