,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.94,0.63,0.87,0.9,0.87,0.0,0.7,0.84,0.74,0.8,0.81,1.02,0.73,1.0,1.03,0.87,0.78,0.79,0.9,0.5
cuberok.csv,0.75,0.51,0.88,1.03,0.97,0.83,0.63,0.7,0.6,0.05,0.62,0.95,0.54,1.09,0.86,0.69,0.72,0.71,0.9,0.89
emisview.csv,0.91,0.81,0.97,1.01,0.95,0.95,0.04,0.67,0.87,0.86,1.03,0.86,0.56,0.61,0.82,0.64,0.91,0.86,0.66,1.01
jas.csv,0.92,0.65,0.98,0.97,0.93,0.89,0.88,0.63,0.82,0.97,0.46,1.01,0.86,1.01,0.12,0.74,0.87,0.75,0.91,0.59
jatlas.csv,0.97,0.0,1.0,0.97,1.0,0.97,0.83,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0
javaprofiler.csv,0.81,0.69,0.69,0.9,0.8,0.81,0.46,0.73,0.59,0.85,0.65,0.66,0.76,1.05,0.46,0.44,0.84,1.01,0.03,0.81
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
jgossipforum.csv,0.87,1.01,1.0,0.93,0.94,1.03,0.91,0.93,0.98,0.95,0.2,0.95,1.02,1.0,1.0,1.0,0.95,0.8,0.97,0.75
jrefactory.csv,0.87,1.09,0.63,0.98,0.05,0.89,0.82,0.72,0.72,0.72,0.93,0.93,0.67,0.68,1.03,0.76,0.91,0.74,0.59,0.69
kdenlive.csv,0.03,0.49,0.86,0.9,0.77,0.83,0.51,0.68,0.72,0.83,0.85,0.7,0.6,1.11,0.63,0.57,0.71,0.67,0.81,1.2
m-m-m.csv,0.82,0.88,0.02,1.0,0.88,1.0,0.68,0.83,0.55,1.01,0.87,0.99,0.62,0.86,1.05,0.93,0.7,0.78,0.76,0.95
octet.csv,0.83,0.86,0.98,1.03,0.87,0.89,0.44,0.68,0.77,0.71,0.51,0.0,0.61,1.03,1.01,0.67,0.79,0.75,0.88,0.86
opendvr.csv,0.81,0.83,1.0,0.75,0.94,0.91,0.91,0.84,0.78,0.57,0.98,0.84,0.86,0.87,0.74,0.89,0.14,0.71,0.8,0.56
opennms.csv,0.63,0.45,0.92,0.87,0.96,0.98,0.96,0.11,0.62,0.85,0.49,1.0,0.9,1.01,0.88,0.95,0.83,0.82,0.82,0.75
poormans.csv,0.77,0.37,0.84,0.9,0.77,0.89,0.64,0.75,0.82,0.53,1.0,0.57,0.81,1.0,1.01,0.0,0.63,0.58,0.83,0.59
power-architect.csv,0.87,0.89,1.0,0.6,0.77,0.61,0.88,0.86,0.63,0.76,0.72,0.8,0.0,0.88,1.09,0.8,0.75,0.64,0.93,1.0
rohxel.csv,0.53,0.48,0.92,0.87,0.65,0.58,0.71,0.71,0.05,0.67,0.8,0.59,0.86,1.03,0.88,0.62,0.67,0.72,0.61,0.66
synecdoche.csv,0.81,1.08,0.75,0.97,0.6,0.74,0.74,0.98,0.88,0.8,0.51,0.74,0.82,1.02,0.89,0.84,0.79,0.02,0.56,0.88
thedata.csv,0.8,0.42,0.91,0.81,0.87,0.44,0.98,0.86,0.89,0.7,0.54,1.03,0.95,1.01,0.75,0.82,1.01,0.69,0.77,0.0
x-ray-mule.csv,0.73,0.67,0.71,0.03,0.89,0.83,0.92,0.78,0.84,0.74,1.01,0.81,0.85,1.02,0.67,0.87,0.77,0.75,0.65,1.0
