,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.32,0.45,0.17,0.36,0.21,1.0,0.35,0.21,0.31,0.52,0.24,0.0,0.33,0.0,0.0,0.18,0.51,0.53,0.22,0.55
cuberok.csv,0.38,0.73,0.42,0.04,0.13,0.5,0.57,0.56,0.6,0.95,0.45,0.23,0.57,0.0,0.45,0.39,0.58,0.35,0.3,0.42
emisview.csv,0.12,0.24,0.26,0.0,0.19,0.07,0.97,0.43,0.16,0.17,0.0,0.17,0.55,0.52,0.29,0.52,0.11,0.17,0.4,0.0
jas.csv,0.38,0.44,0.02,0.04,0.1,0.14,0.2,0.52,0.39,0.06,0.63,0.0,0.25,0.0,0.9,0.33,0.17,0.41,0.2,0.53
jatlas.csv,0.04,1.0,0.0,0.04,0.0,0.04,0.2,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
javaprofiler.csv,0.53,0.63,0.52,0.36,0.49,0.42,0.71,0.55,0.56,0.47,0.44,0.46,0.48,0.0,0.64,0.81,0.49,0.09,0.98,0.54
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.16,0.0,0.0,0.09,0.07,0.07,0.11,0.09,0.35,0.06,0.83,0.3,0.0,0.0,0.0,0.0,0.06,0.25,0.04,0.29
jrefactory.csv,0.18,0.0,0.53,0.35,0.96,0.3,0.3,0.42,0.46,0.36,0.23,0.4,0.5,0.7,0.14,0.45,0.17,0.41,0.66,0.69
kdenlive.csv,0.99,0.62,0.23,0.34,0.43,0.27,0.62,0.51,0.46,0.49,0.23,0.54,0.57,0.0,0.52,0.53,0.53,0.57,0.38,0.0
m-m-m.csv,0.52,0.43,0.98,0.0,0.41,0.0,0.46,0.44,0.66,0.0,0.45,0.09,0.66,0.45,0.25,0.31,0.59,0.53,0.6,0.38
octet.csv,0.3,0.23,0.31,0.0,0.43,0.15,0.72,0.57,0.27,0.36,0.61,1.0,0.52,0.0,0.0,0.39,0.27,0.32,0.18,0.28
opendvr.csv,0.42,0.49,0.0,0.37,0.29,0.33,0.33,0.47,0.54,0.57,0.09,0.49,0.44,0.44,0.54,0.37,0.88,0.47,0.53,0.8
opennms.csv,0.6,0.63,0.1,0.16,0.07,0.04,0.05,0.91,0.46,0.26,0.62,0.0,0.16,0.0,0.15,0.07,0.21,0.28,0.23,0.29
poormans.csv,0.4,0.78,0.25,0.2,0.31,0.14,0.64,0.46,0.22,0.6,0.0,0.49,0.28,0.0,0.0,1.0,0.45,0.54,0.2,0.53
power-architect.csv,0.4,0.44,0.0,0.59,0.57,0.73,0.42,0.45,0.62,0.59,0.55,0.54,1.0,0.41,0.24,0.53,0.59,0.59,0.38,0.0
rohxel.csv,0.62,0.62,0.12,0.2,0.42,0.69,0.54,0.42,0.96,0.54,0.24,0.48,0.45,0.0,0.15,0.64,0.47,0.46,0.47,0.51
synecdoche.csv,0.42,0.0,0.51,0.22,0.61,0.34,0.38,0.16,0.16,0.49,0.61,0.33,0.41,0.0,0.28,0.24,0.45,1.0,0.62,0.28
thedata.csv,0.25,0.64,0.12,0.33,0.25,0.68,0.05,0.21,0.18,0.5,0.61,0.0,0.31,0.0,0.29,0.25,0.0,0.57,0.29,1.0
x-ray-mule.csv,0.36,0.44,0.34,0.98,0.21,0.25,0.11,0.35,0.24,0.49,0.0,0.49,0.23,0.0,0.42,0.18,0.36,0.32,0.5,0.0
