,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.8,0.54,0.69,0.81,0.95,0.56,0.47,0.45,0.71,0.72,0.43,0.37,0.58,0.75,0.49,0.45,0.5,0.79
bacula.csv,0.43,0.49,0.41,0.52,0.48,0.53,0.77,0.65,0.54,0.56,0.42,0.45,0.38,0.47,0.39,0.44,0.4,0.38
blue-c.csv,0.41,0.45,0.46,0.64,0.48,0.47,0.45,0.55,0.47,0.55,0.43,0.38,0.37,0.47,0.39,0.45,0.4,0.42
enlightenment.csv,0.38,0.42,0.3,0.44,0.39,0.44,0.42,0.5,0.37,0.46,0.44,0.32,0.34,0.44,0.39,0.4,0.38,0.33
fltk.csv,0.46,0.53,0.43,0.65,0.49,0.56,0.5,0.56,0.64,0.63,0.4,0.36,0.41,0.51,0.42,0.45,0.42,0.48
freewrl.csv,0.39,0.43,0.31,0.52,0.35,0.46,0.43,0.5,0.44,0.49,0.45,0.38,0.36,0.4,0.38,0.39,0.43,0.31
genecys.csv,0.38,0.47,0.38,0.89,0.42,0.6,0.73,0.53,0.44,0.59,0.46,0.59,0.35,0.38,0.42,0.4,0.43,0.35
genoviz.csv,0.59,0.94,0.82,0.0,0.56,0.95,0.5,0.92,0.93,0.96,0.53,0.0,0.83,0.7,0.0,0.92,0.8,0.86
gzigzag.csv,0.42,0.52,0.37,0.59,0.47,0.84,0.44,0.4,0.42,0.52,0.35,0.29,0.44,0.49,0.44,0.48,0.62,0.32
jparsec.csv,0.39,0.42,0.28,0.41,0.39,0.45,0.42,0.35,0.4,0.44,0.33,0.86,0.34,0.4,0.43,0.57,0.45,0.3
lportal.csv,0.67,0.92,0.5,0.0,0.88,0.84,0.0,0.5,0.97,0.95,0.0,0.0,0.57,0.79,0.5,0.75,0.76,0.75
ogrehg.csv,0.43,0.48,0.37,0.69,0.44,0.69,0.44,0.67,0.48,0.51,0.42,0.33,0.36,0.56,0.44,0.47,0.43,0.3
patterntesting.csv,0.36,0.43,0.3,0.53,0.36,0.45,0.42,0.49,0.42,0.47,0.45,0.31,0.35,0.39,0.39,0.38,0.38,0.33
pfaedit.csv,0.88,0.52,0.37,0.64,0.48,0.61,0.42,0.39,0.96,0.56,0.4,0.33,0.57,0.91,0.43,0.45,0.5,0.42
pgui.csv,0.53,0.5,0.0,0.44,0.41,0.0,0.43,0.43,0.0,0.0,0.44,0.33,0.44,0.57,0.41,0.4,0.0,0.33
roller.csv,0.43,0.44,0.47,0.57,0.39,0.46,0.49,0.5,0.45,0.53,0.47,0.69,0.42,0.44,0.53,0.57,0.41,0.32
sylpheed-claws.csv,0.38,0.4,0.31,0.38,0.33,0.47,0.42,0.5,0.45,0.45,0.44,0.38,0.33,0.39,0.47,0.4,0.38,0.32
xbg.csv,0.9,0.97,0.92,0.62,0.88,0.89,0.93,0.95,0.92,0.99,0.97,0.5,0.96,0.76,0.67,0.63,0.96,0.89
