,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.03,0.56,0.35,0.4,0.07,0.46,0.53,0.62,0.26,0.43,0.84,0.85,0.48,0.02,0.71,1.0,0.38,0.2
bacula.csv,0.68,0.76,0.59,0.47,0.59,0.65,0.4,0.38,0.58,0.76,0.76,0.44,0.85,0.81,1.0,0.75,0.96,0.8
blue-c.csv,0.71,0.93,0.56,0.6,0.66,0.87,0.83,0.81,0.83,0.79,0.87,0.59,0.93,0.85,1.0,0.88,0.99,1.0
enlightenment.csv,0.63,1.0,1.0,1.0,1.0,0.64,1.0,1.0,0.86,1.0,1.0,1.0,1.0,0.74,1.0,1.0,1.0,1.0
fltk.csv,0.58,0.67,0.59,0.67,0.66,0.58,0.6,0.59,0.43,0.62,0.87,0.85,0.79,0.72,0.96,0.88,0.89,1.0
freewrl.csv,0.99,0.81,1.0,0.5,0.86,0.96,1.0,1.0,1.0,0.82,0.98,0.74,0.87,1.0,0.76,0.88,0.8,1.0
genecys.csv,0.97,0.73,0.59,0.13,0.72,0.64,0.37,0.92,0.99,0.73,0.79,0.48,0.84,0.96,0.87,0.75,0.8,0.8
genoviz.csv,0.35,0.1,0.3,0.03,0.48,0.05,0.07,0.11,0.11,0.14,0.26,0.04,0.24,0.36,0.02,0.38,0.24,1.0
gzigzag.csv,0.42,0.33,0.7,0.43,0.59,0.19,0.5,0.51,0.49,0.38,0.6,0.78,0.55,0.51,0.53,0.62,0.47,0.8
jparsec.csv,1.0,0.78,0.89,0.73,0.79,0.99,1.0,0.73,0.95,0.83,0.65,0.19,0.88,1.0,0.71,0.75,0.89,1.0
lportal.csv,0.38,0.07,0.04,0.03,0.21,0.26,0.0,0.03,0.23,0.12,0.0,0.0,0.49,0.4,0.02,0.12,0.72,0.2
ogrehg.csv,0.56,0.75,0.76,0.53,0.76,0.33,0.57,0.32,0.46,0.69,0.9,0.81,0.85,0.6,0.82,0.75,0.84,1.0
patterntesting.csv,0.88,0.87,0.96,0.67,0.9,0.96,1.0,0.97,0.97,0.9,0.98,0.96,0.99,0.94,1.0,0.88,0.98,1.0
pfaedit.csv,0.08,0.44,0.8,0.7,0.52,0.38,0.77,0.59,0.19,0.52,0.79,0.93,0.45,0.15,0.78,1.0,0.52,1.0
pgui.csv,0.45,0.01,0.0,1.0,0.93,0.0,1.0,0.73,0.0,0.0,1.0,1.0,0.65,0.72,0.98,1.0,0.0,1.0
roller.csv,0.9,0.93,0.57,0.5,0.69,0.98,0.93,1.0,0.96,0.8,0.92,0.26,0.75,0.96,0.33,0.5,0.91,1.0
sylpheed-claws.csv,0.72,0.81,1.0,0.7,0.9,0.85,1.0,1.0,0.68,0.96,1.0,0.78,0.85,0.77,0.56,0.5,0.93,1.0
xbg.csv,0.29,0.11,0.17,0.63,0.28,0.35,0.33,0.08,0.29,0.23,0.42,0.0,0.17,0.34,0.04,0.88,0.09,0.2
