,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.96,0.58,0.0,0.49,0.58,0.05,0.42,0.38,0.27,0.5,0.42,0.06,0.5,0.15
jicarilla.csv,0.0,0.04,0.9,0.0,0.11,0.05,0.0,0.0,0.1,0.06,0.0,0.0,0.06,0.3
jmule.csv,0.84,0.59,0.04,0.74,0.65,0.48,0.6,0.55,0.59,0.72,0.64,0.26,0.72,0.89
micomt.csv,0.36,0.55,0.57,0.51,0.65,0.4,0.33,0.49,0.85,0.63,0.47,0.33,0.67,0.49
migen.csv,0.54,0.16,0.18,0.59,0.67,0.55,0.13,0.23,0.54,0.58,0.42,0.35,0.54,0.05
mvnforum.csv,0.0,0.41,0.11,0.07,0.39,0.05,0.61,0.41,0.35,0.57,0.25,0.17,0.34,0.0
ng4j.csv,0.66,0.67,0.0,0.72,0.65,0.55,0.57,0.63,0.83,0.68,0.71,0.56,0.81,0.51
open-data-kit.csv,0.53,0.64,0.07,0.69,0.61,0.5,0.54,0.53,0.59,0.72,0.65,0.38,0.7,0.67
opennms.csv,0.54,0.44,0.04,0.49,0.3,0.63,0.0,0.12,0.17,0.37,0.0,0.17,0.34,0.64
ossim.csv,0.53,0.55,0.37,0.79,0.43,0.55,0.13,0.27,0.16,0.33,0.24,0.21,0.38,0.0
plplot.csv,0.6,0.05,0.04,0.22,0.58,0.29,0.59,0.64,0.36,0.53,0.46,0.06,0.5,0.1
qedo.csv,0.0,0.12,0.43,0.14,0.32,0.25,0.07,0.27,0.17,0.05,0.0,0.81,0.0,0.33
tradelink.csv,0.47,0.36,0.24,0.07,0.57,0.29,0.7,0.65,0.27,0.57,0.71,0.3,0.55,0.14
wgs-assembler.csv,0.89,0.56,0.0,0.71,0.51,0.29,0.32,0.43,0.43,0.54,0.37,0.11,0.63,0.43
