,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.48,0.23,0.52,0.78,0.49,0.14,0.91,0.29,0.43,0.34,0.77,0.2,0.6,0.12
flylinkdc.csv,0.24,0.78,0.55,0.81,0.23,0.79,0.8,0.67,0.0,0.62,0.31,0.2,0.44,0.65
grisbi.csv,0.7,0.7,0.62,0.83,0.74,0.97,0.85,0.98,0.14,1.0,0.84,0.4,0.8,0.88
jaolt.csv,0.17,0.57,0.3,0.64,0.13,0.62,0.59,0.67,0.14,0.55,0.08,0.2,0.25,0.65
maidsafe-dht.csv,0.19,0.26,0.28,0.78,0.82,0.86,0.35,0.79,0.21,0.48,0.34,0.0,0.49,0.76
mimosa.csv,0.4,0.92,0.7,0.94,0.64,0.76,0.87,0.19,0.36,0.76,0.99,0.8,0.86,0.76
n2cms.csv,0.58,0.24,0.33,0.67,0.13,0.17,0.59,0.52,0.29,0.24,0.19,0.2,0.41,0.18
nassp.csv,0.08,0.18,0.1,0.28,0.08,0.14,0.2,0.21,0.0,0.1,0.01,0.2,0.04,0.12
nug.csv,0.1,0.55,0.12,0.28,0.03,0.31,0.46,0.07,0.0,0.31,0.2,0.0,0.29,0.71
quantlib.csv,1.0,0.24,0.03,0.94,0.33,0.07,0.98,0.29,1.0,0.1,0.0,0.0,0.32,0.06
red5.csv,0.62,0.95,0.65,0.89,0.64,0.34,0.96,0.98,0.93,0.72,0.96,0.2,0.75,0.65
super-tux.csv,0.93,0.31,0.68,0.69,0.85,0.38,0.54,0.64,1.0,0.59,0.97,0.0,0.85,0.59
tcvp.csv,0.03,0.04,0.02,0.0,0.1,0.0,0.07,0.0,0.0,0.03,0.23,0.0,0.03,0.06
zxing.csv,0.31,0.34,0.43,0.61,0.18,0.21,0.63,0.71,0.07,0.41,0.2,0.2,0.19,0.18
