,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.3,0.45,0.53,0.82,0.26,0.68,0.09,0.63,0.57,0.8,0.6
codesmith.csv,0.0,0.52,0.65,0.59,0.19,0.66,0.16,0.43,0.58,0.65,0.89
javaprofiler.csv,0.49,0.48,0.71,0.75,0.32,0.79,0.05,0.6,0.47,0.83,0.5
jpaul.csv,0.73,0.22,0.06,0.32,0.0,0.17,0.0,0.09,0.0,0.58,0.55
jrdf.csv,0.38,0.26,0.0,0.56,0.51,0.39,0.1,0.32,0.29,0.37,0.33
mecat.csv,0.2,0.21,0.0,0.46,0.15,0.37,0.43,0.0,0.3,0.21,0.0
neodatis-odb.csv,0.37,0.58,0.73,0.76,0.17,0.68,0.17,0.42,0.57,0.73,0.15
synecdoche.csv,0.41,0.33,0.52,0.68,0.48,0.55,0.07,0.25,0.66,0.37,0.64
tycho.csv,0.13,0.45,0.78,0.66,0.08,0.43,0.12,0.46,0.36,0.61,0.11
unicase.csv,0.41,0.53,0.35,0.8,0.35,0.8,0.1,0.47,0.49,0.69,0.62
xcmetadataservicestoolkit.csv,0.38,0.41,0.16,0.74,0.27,0.85,0.09,0.18,0.52,0.54,0.26
