,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.92,0.45,0.75,0.42,0.85,0.77,0.68,0.88,0.74,0.53,0.95,0.85,1.0
ftm.csv,0.62,0.78,0.54,0.51,0.5,0.72,0.59,0.69,0.96,0.9,0.6,0.47,0.48
google-web-toolkit.csv,0.67,0.86,0.63,0.91,0.56,0.51,0.6,0.45,0.95,0.79,0.79,0.47,0.93
gzigzag.csv,0.67,0.94,0.57,0.85,0.85,0.67,0.72,0.8,0.68,0.83,0.81,0.65,0.41
illumination.csv,0.97,1.0,0.88,1.0,0.98,1.0,1.0,0.97,0.27,1.0,0.99,1.0,1.0
jcache.csv,0.84,0.79,0.81,0.81,0.87,0.69,0.85,0.84,0.78,0.55,0.85,0.83,0.21
moast.csv,0.89,1.0,0.87,0.95,0.61,0.75,0.71,0.88,0.74,0.05,1.0,0.92,0.94
nativeclient.csv,0.61,0.61,0.7,0.61,0.64,0.7,0.68,0.64,0.69,0.83,0.43,0.53,0.37
ns-3-dev-def-routing.csv,0.63,0.95,0.67,0.46,0.57,0.69,0.52,0.61,1.04,0.22,0.58,0.49,0.98
openfrag.csv,0.92,0.76,0.73,0.67,0.37,0.7,0.58,0.56,0.63,0.88,0.62,0.96,0.91
qdvdauthor.csv,0.86,0.9,0.64,1.01,0.75,0.71,0.62,0.52,0.74,0.55,0.8,0.68,0.97
sauerbraten.csv,0.37,0.88,0.76,0.93,1.0,0.8,0.98,1.0,0.83,0.83,1.0,0.93,0.98
zoolib.csv,0.63,0.85,0.68,0.4,0.68,0.69,0.58,0.76,0.91,0.86,0.9,0.52,0.6
