,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.85,0.93,0.98,0.84,0.93,0.86,0.91,0.93,1.0,0.94,0.0,0.85
echongl.csv,0.82,0.59,0.71,0.72,0.81,0.74,0.01,0.99,0.74,0.57,0.91,0.78
hazelcast.csv,0.79,0.02,0.86,0.74,0.78,0.87,0.95,0.63,0.84,0.64,0.84,0.73
japano.csv,0.82,0.86,0.86,0.74,0.0,0.7,0.98,0.84,1.0,0.94,0.77,0.84
jmol.csv,0.72,0.53,0.89,0.65,0.78,0.04,0.56,0.64,0.73,0.57,0.68,0.62
mobicents.csv,0.64,0.68,0.85,0.03,0.63,0.74,0.72,0.62,0.68,0.62,0.49,0.57
nunit.csv,0.75,1.01,0.71,0.69,0.83,0.67,0.94,0.5,0.89,0.85,0.51,0.1
openefm.csv,0.03,0.65,0.57,0.65,0.77,0.72,0.76,0.4,0.71,0.72,0.41,0.6
snakeyaml.csv,0.82,0.97,0.62,0.65,0.66,0.65,0.65,0.11,0.66,0.83,0.49,0.74
trackit.csv,0.77,0.54,0.05,0.8,0.85,0.87,0.94,0.74,0.73,0.85,0.95,0.87
unicase.csv,0.63,0.38,0.94,0.6,0.84,0.74,0.69,0.61,0.87,0.02,0.56,0.57
wheat.csv,0.81,0.62,0.9,0.76,0.7,0.62,0.8,0.78,0.0,0.82,0.8,0.63
