,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.18,0.09,0.02,0.19,0.1,0.17,0.13,0.09,0.0,0.09,1.0,0.18
echongl.csv,0.42,0.52,0.5,0.44,0.42,0.4,0.99,0.05,0.42,0.61,0.28,0.34
hazelcast.csv,0.54,0.98,0.45,0.59,0.52,0.42,0.2,0.73,0.48,0.64,0.48,0.6
japano.csv,0.51,0.46,0.45,0.52,1.0,0.58,0.13,0.44,0.0,0.27,0.53,0.45
jmol.csv,0.34,0.53,0.18,0.47,0.39,0.99,0.55,0.5,0.45,0.57,0.51,0.46
mobicents.csv,0.46,0.38,0.2,0.98,0.49,0.35,0.55,0.45,0.4,0.47,0.71,0.52
nunit.csv,0.31,0.29,0.38,0.38,0.23,0.43,0.11,0.61,0.17,0.18,0.63,0.92
openefm.csv,0.98,0.4,0.59,0.5,0.28,0.58,0.31,0.69,0.52,0.46,0.73,0.56
snakeyaml.csv,0.49,0.36,0.59,0.51,0.52,0.5,0.64,0.91,0.55,0.39,0.71,0.44
trackit.csv,0.31,0.52,0.96,0.27,0.21,0.2,0.29,0.34,0.45,0.2,0.14,0.21
unicase.csv,0.65,0.69,0.38,0.62,0.48,0.55,0.61,0.62,0.21,0.99,0.68,0.61
wheat.csv,0.25,0.46,0.14,0.3,0.38,0.46,0.35,0.26,1.0,0.21,0.29,0.51
