,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.03,0.1,0.04,0.06,0.11,0.0,0.18,0.0,0.0,0.05,0.0,0.07
echongl.csv,0.58,0.3,0.52,0.4,0.56,0.39,0.0,0.23,0.42,0.41,0.52,0.35
hazelcast.csv,0.78,0.0,0.83,0.72,0.67,0.87,0.95,0.63,0.83,0.59,0.83,0.72
japano.csv,0.81,0.8,0.83,0.6,0.0,0.61,0.97,0.66,1.0,0.93,0.67,0.67
jmol.csv,0.16,0.0,0.26,0.3,0.44,0.04,0.29,0.37,0.46,0.37,0.46,0.24
mobicents.csv,0.27,0.1,0.17,0.0,0.33,0.26,0.61,0.19,0.21,0.26,0.42,0.22
nunit.csv,0.19,0.9,0.26,0.23,0.22,0.26,0.24,0.3,0.25,0.1,0.35,0.0
openefm.csv,0.0,0.0,0.39,0.39,0.11,0.65,0.21,0.22,0.54,0.45,0.33,0.39
snakeyaml.csv,0.7,0.8,0.48,0.4,0.44,0.39,0.61,0.0,0.5,0.56,0.42,0.47
trackit.csv,0.24,0.1,0.0,0.21,0.22,0.26,0.92,0.22,0.46,0.17,0.37,0.29
unicase.csv,0.58,0.2,0.83,0.51,0.78,0.65,0.63,0.51,0.29,0.02,0.5,0.43
wheat.csv,0.19,0.2,0.17,0.17,0.22,0.22,0.42,0.08,0.0,0.09,0.27,0.36
