,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,51.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,9.0,1.0,2.0,0.0,5.0,3.0
emeraldemu.csv,7.0,3.0,19.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,1.0,0.0,2.0,5.0
frogatto.csv,4.0,14.0,10.0,1.0,0.0,1.0,2.0,1.0,13.0,1.0,4.0,0.0,1.0,4.0
grafx2.csv,6.0,3.0,13.0,0.0,18.0,2.0,0.0,12.0,7.0,0.0,0.0,2.0,2.0,6.0
jahshakafx.csv,0.0,6.0,6.0,0.0,21.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0
nassp.csv,0.0,1.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0
netatalk.csv,1.0,5.0,5.0,0.0,9.0,3.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0
open-beos.csv,105.0,0.0,16.0,3.0,0.0,0.0,0.0,13.0,10.0,2.0,3.0,1.0,1.0,14.0
psycle.csv,35.0,2.0,57.0,0.0,9.0,3.0,1.0,18.0,14.0,1.0,6.0,2.0,8.0,7.0
quantlib.csv,3.0,0.0,18.0,9.0,8.0,4.0,0.0,2.0,12.0,0.0,0.0,0.0,51.0,0.0
reaper-ecad.csv,61.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,9.0,2.0,1.0,2.0,1.0,8.0
sbml.csv,7.0,86.0,60.0,2.0,11.0,3.0,1.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0
unimrcp.csv,46.0,1.0,6.0,0.0,2.0,4.0,0.0,0.0,7.0,4.0,1.0,1.0,1.0,10.0
unladen-swallow.csv,99.0,0.0,6.0,0.0,0.0,2.0,0.0,9.0,7.0,0.0,0.0,2.0,0.0,2.0
