,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.48,0.31,0.36,0.43,0.79,0.58,0.37,0.41,0.82,0.58,0.15,0.77,0.32,0.73
flylinkdc.csv,0.6,0.56,0.43,0.44,0.48,0.65,0.37,0.71,0.62,0.77,0.1,0.64,0.39,0.67
grisbi.csv,0.46,0.52,0.37,0.43,0.77,0.72,0.35,0.63,0.9,0.83,0.2,0.96,0.36,0.87
jaolt.csv,0.5,0.47,0.37,0.26,0.63,0.69,0.34,0.65,0.9,0.74,0.16,0.5,0.38,0.85
maidsafe-dht.csv,0.37,0.45,0.51,0.35,0.58,0.67,0.4,0.59,0.87,0.58,0.0,0.41,0.1,0.81
mimosa.csv,0.46,0.55,0.35,0.5,0.68,0.75,0.35,0.78,0.58,0.69,0.2,0.87,0.29,0.53
n2cms.csv,0.47,0.7,0.42,0.31,0.52,0.55,0.41,0.52,0.91,0.63,0.15,0.54,0.3,0.76
nassp.csv,0.4,0.28,0.32,0.36,0.41,0.16,0.55,0.25,0.45,0.3,0.0,0.38,0.54,0.44
nug.csv,0.47,0.55,0.14,0.63,0.26,0.66,0.27,0.55,0.0,0.6,0.09,0.68,0.26,0.61
quantlib.csv,0.43,0.0,0.13,0.46,0.41,0.04,0.34,0.0,0.9,0.0,0.0,0.0,0.47,0.0
red5.csv,0.5,0.56,0.34,0.52,0.83,0.72,0.34,0.63,0.69,0.81,0.18,0.95,0.33,0.79
super-tux.csv,0.39,0.38,0.39,0.48,0.82,0.62,0.39,0.37,0.69,0.68,0.2,0.96,0.33,0.79
tcvp.csv,0.05,0.11,0.12,0.0,0.18,0.09,0.0,0.0,0.0,0.03,0.41,0.02,0.0,0.07
zxing.csv,0.48,0.54,0.36,0.31,0.6,0.45,0.4,0.56,0.67,0.75,0.1,0.67,0.24,0.82
